,Unnamed: 0.1,Unnamed: 0,id,sentence,label,codemixed
3131,5295,5502,45996,Here's a fun fact Trump's approval ratings in Texas have gone up 4 percent from February to June  #MAGA URL,NOT,0
4320,7290,9269,21063,@USER Give me a fricking break.  They are worse than the Southern Baptist with a pagan idolatrous.,OFF,0
3923,6639,3711,67447,#meDIAtoo:  Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are!!! URL,NOT,0
4047,6833,4364,36876,@USER She does not remember? Of course she doesn’t! She is making it up as she goes and with the “ help” of her therapist and all the others that believes her BS story. Maybe if she gets hypnotized she will miraculously remember “ more details” #Freakingliars liberals obstructionist🤬,NOT,0
3736,6314,12137,92213,@USER Why are the tweets that Conservatives are retweeting with comments suddenly Unavailable? I cannot see what they’re talking about if the original tweet is no longer available. Anyone else noticing this?,NOT,0
1257,2159,340,98547,@USER Yes I saw this and I will say tapper kept basket her and she kept coming back with stupid answers And he finally gave up I don’t think he is a big fan of her policies he’s not that stupid please,OFF,0
1442,2479,11574,71272,@USER  Poor Baby.  This is why you and your entire network CAN NOT be trusted.  The only people still watching CNN are brainwashed liberals and demonrats. URL,OFF,0
3602,6083,2574,19545,@USER @USER stop this BS.  A woman murdered him in his own home!  This is so incredibly irresponsible and I am outraged that you are blaming the victim who is a black man.  What does him having weed have anything to do with his murder in his own home?,OFF,0
4838,8204,2709,30863,@USER As they should be,NOT,0
3434,5812,1175,84656,@USER Liberals at there lowest,NOT,0
1798,3061,7460,23840,@USER Oh man I was just telling myself this today. Such good and encouraging advice when you are doing something new.,NOT,0
3355,5677,2266,41867,@USER @USER Global sushi &gt; dead commie terrorist. I choose sushi.,NOT,0
3022,5110,7752,78556,"@USER @USER These gun control scientists"" are a disgrace. They should have their license to publish revoked. 😒""",OFF,0
986,1665,8686,85118,@USER She is among friends...IRA friends. A terrorist loves a terrorist.,OFF,0
5052,8575,9706,60498,#Scottish @USER @USER running out of excuses and #lies to justify her position URL,NOT,0
1758,2995,11066,93765,@USER They know this is not admissible so they are attempting to contaminate the jury. They are working overtime to ensure she is found not guilty...,NOT,0
656,1108,3126,48660,@USER @USER Who is the ring leader of the brain dead sheep. Time to turn it back on him.,OFF,0
2399,4058,10663,81403,@USER It’s still here at 753. If someone did this to her or her family she’d be enraged. She is what @USER has let loose.,NOT,0
1148,1953,2339,22381,@USER Becoming a woman?,NOT,0
4991,8471,6355,86895,@USER And then Americans are going to demand Christine Ford face Criminal charges &amp; face jail time when she is proven to have lied. Her guilt is in the fact she contacted Dems Not the FBI. Ford did not come forward as a witness in the hearing. She’s bought and paid for,NOT,0
929,1574,5405,36318,"@USER God's Major judgement is coming to Bob woodward...thou shalt not bare false witness"" ""Let no man be deceived, God will not be mocked, for whatsoever a man sows, that he will reap"" ""Touch not my annointed (appointed Trump), do them no harm"" God is not kidding!""",NOT,0
4529,7670,6991,21048,@USER Right. Punish the GOP because of two cucks. That's the ticket to getting more conservatives out there.,NOT,0
1957,3325,2603,40724,@USER And Donald Trump will never be President,NOT,0
2205,3745,10285,70977,@USER She is not an anti trump. She’s a racist race baiter who is no better than Alex jones and other crazies,OFF,0
3841,6504,2809,96677,@USER @USER I believe he is doing great with the @USER is finding out how hard it is to actually work with a team that can’t cheat and get away with it...what a terrible place to find that out...the A-hole of America,NOT,0
3831,6490,5858,93349,.@USER Veterans earned their benefits. How can the Liberals justify failing to spend this money on those who need it most? #cdnpoli URL,NOT,0
5498,9336,5960,75669,@USER Wtf have I missed here. My account was hacked and just got it back up and running. Somebody care to explain what’s going on here.  Am I right in saying that the guy who has been playing live saying he is Dash Berlin aka Jeff ??? So what’s happened ???,OFF,0
2182,3703,4648,50737,@USER  State Sponsored Kids Protesting the 2nd Amendment?  Youth invasion of D.C. took place as young fascists-in-training were corralled into D.C. to demand that govt strip away the liberties of all in the name of gun control  URL  ',OFF,0
5497,9335,10027,49770,@USER @USER Picture of #Antifa protest: URL,NOT,0
3186,5386,2527,97847,@USER If we lose tomorrow we r fucked. Tomorrow is our season lol. Too tough a schedule to drop one like this,OFF,0
3998,6747,2866,65978,@USER @USER @USER @USER Oh and how can I forget? He created the greatest American economy in decades. One where no matter who you are or what color your skin is you have a better chance of having a job instead of a government handout.,NOT,0
4057,6845,13052,82716,@USER @USER At an AntiFa riot and screaming at white people,OFF,0
1075,1815,8830,86186,@USER The liberals sure are walking a VERY dangerous line.,OFF,0
1280,2199,10805,63140,@USER @USER Sending commiserations to you for those Cardinal losses with this brioche cinnamon roll picture. URL,OFF,0
1958,3327,12438,46865,@USER Goodness. Your wife and ex-gf were both sexually abused? You liberals are into some weird stuff URL,NOT,0
1487,2553,2944,18519,@USER @USER There are plenty of sane centrist democrat citizens but far leftist politicians &amp; Antifa weirdos? No thanks.,OFF,0
2682,4532,3527,59415,@USER @USER don't disrespect sharpie like that bro it was definitely some off brand shit from the back of a dollar tree 😭,OFF,0
247,414,5245,34020,@USER And apparently Serena’s cheating and temper tantrum was the only pathway to this endeavor.,NOT,0
1350,2332,8728,46150,@USER Fake News or PROPAGANDA is the ENEMY of this Country,OFF,0
2438,4107,2349,41985,@USER I don’t like her but hope if she is next to Tyler at final 2 she Wins. Just me being petty.,OFF,0
4888,8287,12193,40451,@USER @USER Unreal!  Liberals have completely lost it and will do anything opposing our President!  Very sad!,NOT,0
2317,3920,3292,96944,@USER Destined to be another bargain bin 10 for a dollar fire starter.,NOT,0
1459,2507,12715,36736,@USER Thanks man! It's not in stock at most stores tbh so you need to order it by phone/online to then pick up in 2-3 days (Unless you are in Texas),NOT,0
956,1617,12045,99981,"@USER Top 5 liberal excuses"" #1 Racism #2 Sexism #3 Russia #4 Guns #5 Rich It's what liberals do when they are losing and desperate. VOTE DEMOCRATS OUT!""",NOT,0
2576,4352,4112,84961,"@USER I'd argue it's pointless to keep asking him the questions in the first place, what else is he supposed to say? And speaking of running with a quote, I don't believe I said I liked it in any way. You can tho"" 😒 . See, this is how things get misconstrued.""",NOT,0
1700,2898,12194,98720,@USER @USER Absolutely!  We all know the Dems want all the votes coming to them; that is why they are all pushing for it to happen.  Dems/Liberals are plainly UnAmerican. All they care about is their paycheck and their position. 1st We need term minutes; no more than 2 terms like POTUS has.,NOT,0
1670,2849,1743,73201,@USER @USER That’s how immature she is not to mention no class at all O!! Not even a dime,OFF,0
2637,4446,11627,27147,@USER Star tv,OFF,0
4751,8057,3196,96149,@USER @USER @USER I know liberals dont like to do research or like facts.  If you listened to anything over then CNN you'd know this.,NOT,0
5254,8921,3668,92044,@USER Nobody cares because he is getting confirmed.,NOT,0
1579,2707,8365,86351,@USER So y'all are gonna fight against gun control but y'all laughing at this guy literally pulling out a gun and shooting it?,OFF,0
4357,7364,5490,39162,@USER fucking liar she was happy to play kate nash when you asked her,OFF,0
3159,5343,9041,44296,@USER I think she is the reason the “victim” had a polygraph. Even @USER has questions about the validity of her accusation.,NOT,0
67,114,9100,77254,@USER Thanks and you are a good looking young man and hopefully will find yourself a loving beautiful young man to love and love you.,NOT,0
2752,4649,115,77086,@USER Dude you are old!!! Lmao. PS: Go Pack Go!!!,NOT,0
1815,3088,1730,33044,@USER @USER I'm not watching it ever again. Soccer anyone? That damn soccer game in TN looked like a winner to me. USA beat Mexico 1-0. Over 40k attended. I think Soccer can overcome football in the future.,NOT,0
2084,3550,9720,19344,"@USER @USER @USER @USER @USER @USER ROFL, that is real data.  Any argument you make now, I can flip it and say Oh an Anti-Trump flunkie""  quit being retarded.  FYI, Gun Control doesn't work.  England banned firearms and their violent crime stats skyrocketed.  Criminals benefit the most from gun control""",NOT,0
4704,7972,1498,65041,@USER Have you reported that the killer of Mollie Tibet’s will receive reward money?   Did you report this?,NOT,0
2348,3973,10788,86445,@USER @USER I remember you. My sister told me what you did to her. You are lucky she didn't call the police.,NOT,0
5469,9289,3894,68597,@USER A whole meta joke here would be my original tweet fuckin up the calculations.,OFF,0
199,332,1223,49383,@USER sis Mandys no nose havin ass from the grim adventures of billy and Mandy can smell that shit wheeew URL,OFF,0
3966,6702,3655,28428,@USER She is Evil!  How dare her.,OFF,0
5080,8621,2486,56704,"@USER @USER Sure , because THEY are being exposed for their filth &amp; constant coverups of ABUSE! Why do a vow of celibacy &amp; purity?"" Maybe, its just a giant sleaze fest at the Vatican &amp; elsewhere. Just Join the priesthood if your a pedo, so you can have permission to abuse?? #TruthJustice""",NOT,0
2787,4713,6370,27536,@USER They crossed the line a long time ago. Antifa is a branch of the Socialist party.,NOT,0
4200,7090,8070,64048,@USER yes and she is the biggest joke in BB history.,NOT,0
4628,7838,4280,47191,@USER No doubt progressive Nazi Antifa Liberal Democrats do.,NOT,0
304,499,6889,70368,@USER I cant believe he didnt work in comet pizza. Now that Alex Jones is muted these conservatives are so lost.,OFF,0
2672,4510,4828,32080,@USER I don't think you know what you're advocating for. And you certainly don't know that saying what you said leads to a bunch of shit you probably wouldn't like whether that's what you meant or not.,NOT,0
3492,5907,10694,95041,"@USER @USER @USER I linked to an article showing you why you're wrong. You're telling libertarians and conservatives"" aka the right what they supposedly believe. I'm not bigoted, it's just a pattern I've noticed that never seems to be wrong.""",NOT,0
2796,4723,3379,48266,@USER From a man (fast and furious) was held in contempt,OFF,0
3031,5125,9025,67079,@USER @USER @USER @USER Excellent point which is why so  many will not understand the deep emotion and pain behind @USER words. She was defending her character. She is not a cheater and would not allow someone to allude that she was. The game violation at that point in the match was unreal.,NOT,0
1656,2828,4081,65820,"@USER 😂😂😂😂😂 Her rights of threatening to destroy the lives and careers of some teens through her connections"" when they made a meme on her. In India too, only Leftists, Liberals and Islamists have FOE. Rest all is hate speech.""",NOT,0
856,1440,4555,45183,@USER You are so right; the person pictured in your tweet has no decency and does not deserve the honor of serving America. He should resign immediately.,NOT,0
943,1589,10295,55125,"@USER @USER You said that conservatives who passionately complained about deficits are now driving this speeding dump truck"". Now suddenly ""R's"" are the subject? That's what I thought. Conservatives were complaining about the ""Rs"" as well""",NOT,0
836,1414,5535,81674,@USER The real reason they want gun control.,NOT,0
4062,6850,2922,64008,@USER @USER @USER Haha you liberals are so desperate it’s hilarious. Trying at all ends to set him up. This BS last minute stalling tactic about the alleged HS incident and the bait of emails that were sent to him. And people wonder how Trump won? Because they’re tired of Democrats and their crap.,OFF,0
4347,7349,5702,58489,@USER @USER The Democrats of California spray chemicals of the central coast of California to magnify the sons intensity so the asphalt with Carrie he is slowly dehydrate the region to bring down property value so Democrats can charge conservatives on water,NOT,0
4246,7166,11048,85211,@USER @USER I was at the laundromat just reading his comments last night 😂 he was basically saying porch monkey was a term used years ago and “liberals” made it into a racist thing and it all just snowballed from there lol,NOT,0
2489,4201,5827,33546,@USER NINE NINE!!! I love that show so much! OMG URL,NOT,0
1216,2079,5221,64434,"@USER @USER @USER @USER @USER And is completely unconstitutional. If the state deems you are not a criminal and therefor have not relinquished your right to bear arms, they have no right to regulate who is competent"" or ""skilled"" enough to own one. Once again, it is NOT the same as driving a car.""",NOT,0
2776,4696,3387,26180,@USER Fat ass liar strikes again. #NeverForget,OFF,0
1468,2521,11709,39057,.@USER I urge you to stop Facebook from censoring conservatives. URL,NOT,0
4899,8301,3896,27448,@USER @USER More FAKE NEWS grandstanding,NOT,0
249,416,11505,71246,@USER Why not begin the movement by giving away some of the farms and mine claims you and your connections took while you were still relevant. That way; we can show your concern for us. From where I am standing; you are just another bitter polutician. Charity begins at home baba.,OFF,0
4402,7447,12123,14569,@USER @USER Do you got a magnify glass?,NOT,0
4403,7448,8638,67961,@USER @USER @USER @USER “It’s the people that shouldn’t have them that’s the problem” EXACTLY!! That’s gun control! Keeping them out of the hands of those who shouldn’t have them.,NOT,0
2840,4791,4383,55262,@USER Burt Reynolds was a man's man. None like him nor will there ever be again.,NOT,0
4300,7263,2518,12906,@USER Varda is my fav valar. She is badass I bet melkor agrees with me also xd,NOT,0
1983,3375,10379,82496,@USER Another “perfect” teacher!!!,NOT,0
3565,6032,3593,19183,@USER Crazy how funny Jim used to be. Now it's funny how crazy he has become.,OFF,0
3876,6559,8335,18206,@USER @USER Bitch please. You commie dems are the ones riding hell bent for leather to destroy democracy and the Republic.,OFF,0
2896,4880,11879,29942,@USER @USER It’s a con and a mighty big con. And by who the Conservatives is that not so @USER @USER,NOT,0
492,833,11053,79617,@USER Where can we see where you stand on the issues? Border wall? Gun control? Abortion?  If you will support president Trump and his agenda?,NOT,0
1152,1961,6234,65930,@USER It sure it here. Those other photos of her were from decades ago. She is a complete Liberal Antifa. She can not be trusted. I don't believe her. Not a whit.,OFF,0
4946,8385,6054,90356,@USER @USER Look at that face?  Would someone please tell me why it seems soooo many liberals look sooo pissed off all the time   Are they constipated?   Mix in some fiber!,NOT,0
756,1282,4631,94623,@USER @USER Kind of why we need NATION-WIDE GUN CONTROL. Are you really that stupid?,OFF,0
1041,1757,179,51815,@USER @USER @USER The 2015 manifesto promised me my vote back. So where is it? You think Brexit would have gone through if all the Brits in the EU27 had been allowed to vote? The referendum was gerrymandered.,NOT,0
426,716,6358,73156,@USER Garrett you are amazing and funny. Keep being you. I love when you talk about Harry Potter because Harry Potter is awesome,NOT,0
999,1691,5380,31979,@USER The Conservatives cut the budget for social housing by more than the £2bn as part of their austerity measures. This new announcement is pure spin and it simply plays on the failure of collective memory,NOT,0
