,Unnamed: 0,id,tweet,offense,codemixed
2122,2122,1.598654655839744e+18,@MASK INDIAN ARMY'S ARE DOING GREAT 😭,0,1
6679,6679,1.5856799483327365e+18,@MASK Bavuma is key... If he plays like he is doing Pak will Qualify plus they ll give him Nishaan E Pakistan also... SA IPL mein toh unsold hi hai ... Ab sabko leke doobega Bavuma !!!,1,1
9074,9074,1.5804162591071355e+18,@MASK but he is not wrong demonetisation wrecked middle class jobs & economy but helped bjp to win UP,0,0
5562,5562,1.359441993521275e+18,Is Rakesh Tikait being paid for doing all this drama on behalf of  farmer’s bill?  Otherwise how can he drag this agitation so long. What is the source of income and how he feeds thousands of farmers. .,1,1
6416,6416,1.5858208800051077e+18,"@MASK @MASK Brilliant bowler and that's why LSG took him as net bowler, i hope this time he gets a IPL contract.",0,0
5510,5510,1.362447382592455e+18,"@MASK There is one more popular and awaited demand, definitely more popular than ppc-- 'farmer's bill pe charcha with farmers directly at protest site alongwith press conference' ",0,1
4078,4078,1.58322679788945e+18,"a dude today was like “ i always see you wear the hijab, do you have hair?” and i just laughed and then he proceeded to ask me if i can show him a picture of my hair LMAOOOO 💀 ",0,1
863,863,1.5819230189093233e+18,@MASK @MASK I think it's time Indians also start signing pre nuptials with a clause if the wife thinks of anywhere near #maritalrape she should call the police then immediately. After 6 months how can Men justify it.,0,1
2607,2607,1.571540923070169e+18,"@MASK @MASK People practicing open defecation (% of population) in Pakistan was reported at 7.3034 % in 2020, according to the World Bank collection of development indicators, compiled from officially recognized sources. That is 15 million people shitting on the streets every day🤣😁 ",1,0
3371,3371,1.5835425150008156e+18,@MASK @MASK @MASK @MASK @MASK That's what I thought but I wasn't sure. I know jail time is 100% on the table but the length is not something I know offhand.,0,0
3117,3117,1.5835751453311672e+18,"@MASK Not in your constituency. Didn't vote Tory.  Johnson was eventually forced out when his lies became too much. Surprisingly his suspicious links with Russia, his laziness, careless attitude towards security and inability to follow lockdown rules  hadn't already done it. ",1,0
6470,6470,1.5857250102110904e+18,@MASK I don’t want to imagine having KL Rahul in the team! This is not IPL,0,1
9274,9274,1.5801211902736463e+18,"Chidambaram: The objective could not be achieved if you started printing Rs 500 notes again...someone w counterfeit notes can start passing it off again. It would only be achieved if Rs 300 notes started being circulated, for instance  #Demonetisation #SupremeCourtofIndia ",0,1
9767,9767,1.5782789268118282e+18,"@MASK @MASK might not know but whole India knows what hit them Once Indians could meet only Gujarat doctors Today we meet only:- Gujarat Bank fraudsters, drug suppliers, fake money printers Since Narendra damodardas mod! took over, India was cursed with Kargilwar, demonetisation. ",1,1
4618,4618,1.5772226367695135e+18,@MASK Because they don't want peaceful 's to do love jihad and then sl#t the thro@t of Hindu girls.,1,1
7945,7945,1.5848578051014656e+18,"@MASK @MASK Public se gaa*d bachane ke liye DM DM kar raha hai tu chu*iya. Chal quote karke hi sahi, Godse Ji toh bola. Good start. Ja jake kisi gore ki chaat. Bucksheesh dega woh tujhe aake pichwada pe ointment lagana. Itni pelayi me soojh gaya hoga. 😘",1,1
8519,8519,1.5587779436102574e+18,"@MASK @MASK @MASK Madhav Sadashiv Golwalkar was the second Chief of the RSS. In his book, “We, or Our Nationhood Defined” (1939), he clearly asks Hindus to fight the British. From page 15 onwards, referring to the British as a “new foe” of the Hindus....",0,1
6007,6007,1.5858536766857871e+18,I repeat if KL Rahul is in team India can never win a major trophy. @MASK replace him with @MASK or @MASK,0,1
8497,8497,1.58149969551573e+18,"@MASK Nehru kept delaying sending army to J&K due to his personal grudge with Raja Hari Singh.When invaders were just 14 Km away from Srinagar, in meeting with Mountbatten,  Sardar Patel HM forced Nehru PM to give consent to send Army to Srinagar. Pl read history and then counter...",0,1
7743,7743,1.5858372516151583e+18,"A man is but the product of his thoughts. What he thinks, he becomes  Mahatma Gandhi",0,1
8707,8707,1.5623107340710093e+18,"@MASK Kya hogaya. Golwalkar, saavarkar inko bhi saath mein bolte",0,1
8092,8092,1.5858650602617285e+18,@MASK tum to ek number ka dangai ho tum kya debate katoge tum to hindu muslim nafrat failajer ke sewa kuchh nahi karte modiji bhi desh ko mahakal ki taraf le ja rahe hain isse desh ka vikas ho jayega nehru ki kitni galti ginaogr nehru ne jo kar diya modiji se ho payega nehru ka sabse,1,1
6493,6493,1.5857154829459535e+18,@MASK @MASK Csa dont care about winning Wcup only about Quotas.Luckily IPL SA dont care about quota and sub standard players like Bavuma and Andile who did nog get picked to big delight of most SA supporters.,0,0
6854,6854,1.5526145309033308e+18,@MASK You know under what section of IPC large No of people are undertrials including large No of women ? It’s has one of the lowest conviction rate among all section in single digits now falling every year because of fake cases even after SC judgement arbitrary arrests continue,1,0
7757,7757,1.5858365033257574e+18,@MASK Beautiful❤💕 That's why I love you. I will be near happiness it's correct.😊,0,1
2013,2013,1.600755441885413e+18,"Muscular nationalism that people relate to, PM Modi's face and the fact that there are many recruits of the Indian army that come from Himachal.'  @MASK on the reasons why the voters are sticking to the BJP.  #HimachalPradeshElections #ElectionResults2022 ",0,1
2007,2007,1.6007618869116396e+18,@MASK I belong to Tribal community and I only Belong to Indian Army 🪖 and being Indian is my Religion and INDIA 🇮🇳 is my Identity ❤️,0,0
9156,9156,1.5802341937157612e+18,#Demonetisation    Again...with complete international monitors in India would be The Best for Indian Public at large...#TamilNadu,0,1
433,433,1.5820002294147525e+18,@MASK What!  Middle class is getting crush by inflation!!,0,0
8632,8632,1.5670069870698168e+18,"@MASK Exactly the same work what Golwalkar, Hedgewar, Dindayal Upadhyaay did for Freedom Struggle.",0,1
2663,2663,1.5755117228276e+18,@MASK @MASK Sure.  ISRO will do it on Mars.  You will be the first citizen to be launched out.  ರೆಡಿ ಆಗು.,0,0
6146,6146,1.5858444529453711e+18,@MASK @MASK @MASK DK भाई अगले मैच में राहुल को बाथरूम में बंद कर के बैट लेके opening करने चले जाना आप,0,1
5154,5154,1.5835954755882555e+18,"@MASK They can. There's no reason they can't. But, like Jones, you have to be prepared to back up your rights or your claim.  If you lose, that was the gamble you took. ",0,0
7381,7381,1.5859071308459745e+18,"@MASK I suggest that a special red flashing tweet button should be included so people can ask for assistance in life threatening situations it should include the Gps co ordinate nature of emergency, imagine the potential of millions of EPIRBS..in Saving lives.🙏🏻",0,0
6614,6614,1.58568934356566e+18,@MASK aur legend Ghoom liya Australia  IPL Produces best Products,0,1
6287,6287,1.5858584596561551e+18,@MASK @MASK @MASK Rohit fans are kids.. with zero cricket knowledge  Kya kare ir pr chot aagyi hogi.. IPL ke nibbe 😭😭,1,1
569,569,1.5819993745942528e+18,@MASK @MASK Please tell us where you’re getting gas for $3. In much of the country it’s stayed above $4 and is increasing again. Inflation over the past 2 years is running close to 15%.,0,0
8779,8779,1.5597914613017928e+18,@MASK @MASK @MASK @MASK @MASK RSS was a friend of the British & either Golwalkar or Savarkar went on record to say that Hindus & British are of the same Aryan race . Read Manu Smriti & books on Aryans( both in sanskrit) available in Benares university to know the inhuman religion,1,1
6996,6996,1.5471402844120883e+18,"Zubair has resources, so he is still able to get hearings at HC and SC.  According to 2020 NCRB data, out of total 4,88,511 prisoners, 3,71,848 were undertrials.   Indian Judiciary needs an overhaul.",0,0
3699,3699,1.5820501403569807e+18,@MASK RSS news channel finds it hard to name a tall Dalit politician! Why are we surprised?,0,0
2043,2043,1.5986886307755663e+18,"@MASK Well, when the army chief secretly goes to the Indian High Commission in Dhaka, in the evening blocking the roads, says a lot. Forget people watching them. ",0,0
9336,9336,1.5800956091842724e+18,"Chidambaram: Does the power to demonetise all series of a denomination flow from S 26(2)? That is a drastic power. If this Court says yes, then I am saying it is unconstitutional and violative of FRs. Either read it down or strike it down.  #Demonetisation #SupremeCourtofIndia ",0,1
7310,7310,1.585910756641735e+18,Wrong side driving to ruk nahin sakti. @MASK can you reserve the emergency lane solely for wrong side drivers? 😃. That way chance of accident will reduce drastically.  #Gurgaon,0,1
4771,4771,1.5769975359732695e+18,@MASK Lagta hai mam ko chuslim se pyar ho gya hai #lovejihad,1,1
9593,9593,1.579526415829332e+18,@MASK Biggest Demonetisation Darkest Electoral Bonds Ugliest Horse trading to break gov,1,0
973,973,1.5813032010429358e+18,@MASK @MASK @MASK @MASK @MASK @MASK @MASK Have fun in Chris Rufo land then where you go to jail for miscarriages and marital rape is re-legalized but at least trans and queer people are free game for abuse...,1,0
2142,2142,1.5986465908516782e+18,@MASK @MASK @MASK @MASK @MASK Gratitude to the Indian Army for empowering the young generation!!,0,0
5302,5302,1.583581943043887e+18,@MASK It sure is and we’re going to purge many of your Marxist comrades from Congress…,1,0
8827,8827,1.5590807659875082e+18,"@MASK 1. What name? Do Golwalkar's project of eliminating Christians, Muslims & communist have a name?  2. Hindu extremists are not Hindus. 3. Modi satisfies almost all characters of fascism. Moreover, according to DN Jha RSS is a fascist org. Modi is a part of RSS & hence a fascist.",1,1
2951,2951,1.5834203453607155e+18,@MASK That’ll be illegal migrants and freeloaders then?,1,0
6279,6279,1.5858599478199788e+18,Some of the Zimbabwean and Netherlands cricketers deserve an IPL card.,0,0
7119,7119,1.1634569336190894e+18,"@MASK no 18- Behind Bars by @MASK a collection of experiences of some of the most famous undertrials and convicts of our times. Like John Grisham's The Innocent Man, this book takes a hard look at India's overburdened criminal justice system and jails as a symbol of them. This one",0,0
6052,6052,1.5858509587134956e+18,Like #BCCI now #Bollywood #actresses get paid like heroes. #equalpayinBollywood @MASK any thoughts @MASK @MASK @MASK,0,1
3244,3244,1.5835483552965263e+18,@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK He died and was given a private because of COVID 19. From there his soul traveled to Togo 😂😂,1,0
1864,1864,1.3029228206164173e+18,"@MASK @MASK @MASK @MASK @MASK Urban thought that only low lying, rural, hilly areas etc will be damaged by floods or environmental hazards but We are not aware of multifaceted adversaries of our actions caused to the Earth and its natural environment.  Wait for more to come. ",0,0
201,201,1.5804487636925932e+18,"Supreme Court of India takes years to hear cases which is directly affect the government. Be it Article 370 or Electoral Bond, Demonetisation or UAPA, if government is involved in bending the Constitution, SC goes slow, extremely slow. Only they go fast in cases like #Hijab ",0,0
1828,1828,1.5440205085129482e+18,"Not that I'm blaming knowing the names of new, fashionable developments - yet my point is more about how a class bubble can end up giving you a more refined yet illiterate sense of urban geography - when in reality it's not. one only needs to look at floods for starters. ",1,0
1719,1719,1.54641838719001e+18,"We keep building concrete pavements, and then wonder why rain water is not absorbed by soil. Reason behind urban floods ",0,0
1978,1978,1.6e+18,@MASK Indian ARMY's did a bad job in Streaming Indigo I must say ...  They don't stream it unless either they're OT7. The least all solos can do is respect RM for its work and stream Wildflower atleast in YT.,0,1
9295,9295,1.5801034948410122e+18,Oh my god itni jldi to koi b react ni krta 2016 ki patition  pe ab 2023 me sunwaii thodi bht sharn hai ya nii😡#Demonetisation #SupremeCourt,0,1
8065,8065,1.585869580983218e+18,"@MASK Inspite of wrong narratives since long, Nehru is now remembered for his misdeeds , manipulations ,anti national  actions that has weakened the foundation of the nation.  Nation will continue to bleed and suffer for long.",0,0
3683,3683,1.582054821527683e+18,@MASK @MASK @MASK @MASK @MASK Aur isai dharm me nun banti h unka kya unpe bhi bolo kyuki isai dharm me bhi dalit h,0,1
483,483,1.581999909388972e+18,"@MASK @MASK @MASK Georgians will be voting for @MASK because  8.5% Inflation Soaring grocery, gas, utility costs 401K depleted  High Crime  Open Borders/ Fentanyl Deaths War @MASK @MASK ",0,0
7621,7621,1.5858475824836772e+18,@MASK @MASK “Live as if you were to die tomorrow. Learn as if you were to live forever.” — Mahatma Gandhi  Anji Salvacion #AnjiSalvacion ||@anjisalvacion,0,1
4466,4466,1.5805139236816364e+18,@MASK s Many Muz1imz say this!! It's an ideological war mainly! NonMuz1imz have to engage with such 1z1amist Muz1imz on ideological level! Then only their GharWapasi to Sanatan HinduDharma will be possible!,1,1
2399,2399,1.581979610648314e+18,"@MASK Nazis are lynching on UCT VC Professor Phakeng as they are doing to all Black incorruptible strong leaders.   They did it Public Protector Adv Mkhwebane, now it's VC Phakeng, tomorrow it will be Auditor General Maluleke... ",0,1
546,546,1.5819994847622223e+18,@MASK Only in America would Republicans blame world wide inflation on their own. They don't understand patriotism. #CorporateGreed #CountryOverParty,1,1
8554,8554,1.5586096002278113e+18,"The way Rahul Gandhi changed his DP to Nehru holding a tricolour, I want to change it to Savarkar or Golwalkar holding the Flag.  Can anyone help and share some pictures of theirs holding the tricolour... 🙂🙂",1,1
1358,1358,1.5688909602136064e+18,@MASK @MASK @MASK @MASK We are talking about Marital Rape here and not Extra Marital Affairs. How will U take if someone says your Father also committed Marital Rape on your Mother... similar for your Bhaiya on Bhabi....Uncle on Aunty.......and now Women will get another law to harass....thats the issue,0,1
8267,8267,1.584977291414999e+18,@MASK सुज ते रही है 🤣😂,1,1
5874,5874,1.5858639972192133e+18,"@MASK @MASK @MASK @MASK @MASK Seeing the rainy weather in Melbourne, shouldn’t be rest of the matches including the finals should be shifted to any other venue. Rain is spoiling the matches. #rain #melbourne #T20WC2022",0,0
5727,5727,1.58092623775284e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK The court said in 2014 when the charge sheet was filed against other accused in the case, there was no sanction to prosecute Saibaba under the stringent UAPA act.  The court said the sanctions were null and void in the absence of a valid sanction. 1/2 ",0,0
9754,9754,1.5784113502459249e+18,@MASK It all started with a big blunder   'Demonetisation'  Pata nai kya karne jaa raha tha,0,1
5425,5425,1.3702588782695506e+18,Bengal rejects Hindi Hindu Hindustan. Bengal rejects communalism. Bengal rejects farmer's bill. Bengal rejects privatisation of national properties. Bengal rejects NRC CAA NPR.  Bengal rejects women harassment. Bengal rejects love jihad. Bengal rejects BJP. #NoVoteToBJP,1,1
6991,6991,1.547211442251698e+18,"@MASK Tomorrow the courts might just say, Beating up undertrials is a right of the Police.",0,0
5042,5042,1.5807243427613532e+18,No like ❌️  #GGTU_से_वैदिक_कोर्स_हटाओ #मेव_जनजाति_आरक्षण_दो,0,1
9393,9393,1.580087261127127e+18,"Chidambaram: It is in the interest of RBI to take out unused currency, fake currency from circulation. Fake ₹2000 notes started circulating within months of being introduced. We feel none of the objectives of demonetisation were achieved. Even if they were, was this the method? ",0,0
9406,9406,1.5800855809095393e+18,"Chidambaram: Second ques is, does S 26 give you the power? If so, then why in 1978 did you have to pass a separate law?  #Demonetisation #SupremeCourtofIndia ",0,1
6886,6886,1.551201830532567e+18,"@MASK Long, sad lament by CJI on problems of judiciary and judges. But there are 5 cr pending cases, 2 L undertrials. In Armed Forces  If you have unfinished task, work extra hours and holidays. And, faced with life-death situations you fight with weapons you have, don't blame  Govt",1,0
5081,5081,1.5804371120922583e+18,@MASK @MASK @MASK When it has is lost brave to give up,0,0
9496,9496,1.5800682156566897e+18,"Justice Nazeer: What we are suggesting, there are 58 matters.. now we will take one by one.. suppose one has become infructuous.. we'll only keep those which are relevant. It is not possible to control so many writs.   #SupremeCourt #Demonetisation ",0,1
2126,2126,1.5986528708152648e+18,"@MASK If I remember right , Pakistani media used to quote NDTV's journalists and defame India several times , also many a times terrorists have taken the help of their news to strike back on Indian Army . ",0,0
4846,4846,1.576889379066622e+18,@MASK It is not coming here to make girls victims of love jihad.,0,0
9972,9972,1.5835746736771604e+18,"@MASK another day of thinking about codys guilt & survivor complex oh noooooo this guy sends his brothers to their deaths but in ways that would kill the least number of them possible and even though he’s on the battlefield right beside them, he never seems to die. ",1,0
2190,2190,1.598620096230232e+18,@MASK @MASK @MASK I'm from Indian Army. Gen Kapoor knowingly got involved in the Adarsh scam.  Army is ashamed.  We do not feel accused.,0,1
7400,7400,1.5858466335053128e+18,"@MASK booked a trip from Noida to Indira Gandhi international airport crn6782917504 instead of international airport automatically it selected domestic airport t2 at last end up paying ₹100 extra. There is only one international airport in delhi, so kindly refund my mone",0,1
3160,3160,1.583572952414503e+18,"@MASK @MASK @MASK Fastest Vaccine rollout, furlough, ended lockdown quicker then Labour Party would have.. ok pal 👍🏽 ",0,0
438,438,1.5820002036659364e+18,@MASK Wages went up more than inflation in 2021 …,0,0
5596,5596,1.581183279876952e+18,"#Delhi: माओवादी लिंक UAPA आरोप मामला   दिल्ली पूर्व यूनिवर्सिटी प्रोफेसर और उसके साथियों को राहत नहीं, आरोपियों को बरी करने के मामले में बॉम्बे हाईकोर्ट के फैसले पर लगाई सुप्रीम कोर्ट ने रोक  #SupremeCourt ",0,1
6894,6894,1.5507482275482378e+18,"We agree your honor , Chief Justice. Media is overzealous, overactive and over-reactive. But with due respect litigants; undertrials, poor and marginalized sections want to know why it takes decades to hear the cases whereas cases of Zubair , Uddhav, political cases etc., are",1,1
2153,2153,1.5986422601405276e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK Heartiest congratulations Ma'am, proud of you, 🫡 ",0,0
613,613,1.5820066276070564e+18,@MASK You’re not alone😂,0,1
9086,9086,1.5803973367356823e+18,@MASK @MASK @MASK @MASK He's blaming airindia and not govt. The oxygen cylinder problem was due to hoarding n mismanagement of aap party and state govt. The inconvenience caused due to Demonetisation was accepted by majority of public.,1,0
1061,1061,1.5754522041854484e+18,#MaritalRape after this I was thinking on lifetime single is better than getting married,0,1
7625,7625,1.5858474230368911e+18,@MASK @MASK For Rahul Gandhi is fit.,0,1
3978,3978,1.5837329019839775e+18,@MASK @MASK Us ne theek kaha hy dobara sune.....ap k ey ilfaz batay hain k ap is ko naheen janti muhterma ey banada indian hy and muslim hy....and ey tu batana zaoori naheen ho ga k ey actor hy.....g actor hy....,0,1
3843,3843,1.583736023552389e+18,"""The world is a prison for the believers and a paradise for the disbelievers.""  - Sahih Muslim 2956 ",0,0
4093,4093,1.583222318779994e+18,"And you can just see how some of these folks treat the staff badly and how they talk about our kid’s former ECE, who wears a hijab. Ugh. The struggle of wanting your kid to have all these resources and then dealing with these fools on a daily 🙄 ",0,0
1745,1745,1.5461931661848983e+18,"FLOOD  Mag: NA From: WFO JSJ Location: 1 NW BAYAMON, PR Time: 0132 PM  LT on 07/10/2022 Source: 911 CALL CENTER Remarks: Urban flooding affecting a few cars in calle 7 in bayamon.  #PRwx ",0,1
1826,1826,1.544215814240346e+18,"We burn fossil fuels in our industries, power and Cement plants which form greenhouse gases that envelop the atmosphere and heat up the Earth. We clear the natural vegetation to urbanize and build haphazardly which leads to urban heating, floods, municipal solid waste, ",0,0
9960,9960,1.5835753567282995e+18,A brief timeline: Credit Crunch Panic Tories/LibDems Austerity Blame Game Ukip Referendum Brexit May Soft vs Hard Crisis Johnson Prorogation Withdrawal Agreement NI Protocol Leave Shitehawks Covid19 Lockdown Death Parties Ends Death Lockdown2 Parties Death End Putin Ukraine 1/2,1,1
5594,5594,1.5811833451819336e+18,SC suspends the #Bombay HC judgment discharging #GNSaibaba in a #UAPA case accusing him of Maoist links. SC refuses Saibaba's lawyer's plea to let him continue in house arrest considering the fact that he is 90% disabled and wheelchair-bound. | @MASK reports,0,1
5197,5197,1.5835913902564595e+18,@MASK @MASK Masks don't work and you must have missed that part. Mandates don't work and you must be an American Marxist. She even has drag queens in our schools now and lets CRT to be taught. Are you a basement dweller?,1,0
8961,8961,1.5807166288239247e+18,- The impact of the Indian demonetisation event. - Inflation in India. - The perception of crypto vs #Bitcoin. - Why #Bitcoin adoption will be sudden and seamless. - The digital payments revolution in India.,0,0
6320,6320,1.585850331342459e+18,I am sure in this year's @MASK Auction teams will be eyeing on @MASK . Let's see who will be lucky enough to have him. #IPL2023 #IPLAuction,0,1
528,528,1.581999575056806e+18,"@MASK Sure, I am on my way to buy a coffee machine to fight inflation. ",0,0
9633,9633,1.5793094495794995e+18,@MASK You are such a pseudo intellectual linking 2020-21 covid lockdowns related to demonetisation… shows your bankrupt thoughts.  You can question Govt on falling growth but what you r tweeting is just absurd.,1,0
783,783,1.582002112371708e+18,"@MASK LMAOOO if delusional was a person it would be her. I understand how she got confused bc only the king/ his heir would know Aegons asoiaf, but she stupid bc “Aegons dream”?? ya son don’t do ntn but rape ppl grl ",1,1
6829,6829,1.5536309417754788e+18,"The judiciary and lawyers should actively intervene on behalf of the rights of undertrial prisoners. 'Jail visiting advocates' should make timely representations to authorities on behalf of undertrials: CJI, NV Ramana (Agencies)  ■ Hawk Eye Port Blair",1,0
1694,1694,1.5465427449353544e+18,Gujarat flood is a reminder how much #ClimateCrisis is shouting at India.  All urban cities of Gujarat without trees & shades need to grow trees & increase green cover.  #GujaratRains,0,1
3426,3426,1.5837201439136197e+18,Dalit-Bahujan-Pasmanda-Adivasi Unity ka Naskar ke manoge kya. 🥲,0,1
9263,9263,1.5801226061704397e+18,"AG: if, and when necessary.   Court: Mr Attorney, we want to see them.   Chidambaram concludes preliminary submissions.   #SupremeCourt #Demonetisation ",0,1
358,358,1.582019554141958e+18,"@MASK Coming from the guy who said ""Today, we received news that our economy had 0% inflation in the month of July — 0%"" 🤣 ",0,0
8835,8835,1.5590642170590945e+18,"@MASK 1. Genocide of Muslims, Christians & communists by RSS terrorist MS Golwalkar, of making a Hindu Rashtra.  2. I am not talking abt Hindus, but sanghis are not Hindus but Hindu extremists.  3. Fascists usually come through elections. Ex : Hitler, Mussolini, Modi, Zelenskyy....",1,1
6605,6605,1.5856919344123863e+18,@MASK You wanna play in ipl?  Come to stadium we have 11 ground boy spot vacant 😆 a team who even can not beat Zimbabwe now wanna play ipl 😆,1,0
3506,3506,1.5836937732590387e+18,"@MASK @MASK @MASK @MASK @MASK I am not a victim. I come from enough social privilege.  First step in creating a fair world is empathy for those who come from lower backgrounds. To understand systemic discrimination.   You, a typical whiny upper caste, lack empathy. You shouldn’t be lecturing on fairness. ",0,0
1709,1709,1.5464524594715484e+18,"No credibility @MASK saying “buyer beware”, hiding risk in a 250 page document and selling a home on a flood plain for $1.2million. Just shame. #4Corners #ausbiz #auspol ",0,1
9788,9788,1.578064482928042e+18,@MASK @MASK @MASK @MASK @MASK Precisely. If the RBI had said this there might have been some plausible credibility - though not after the RBI's craven acquiesence with #DeMonetisation. But SBI? Is it because SBI can be leaned on to say what the Govt wishes it to say? even tho it has no power to ?,0,0
959,959,1.5814168050544517e+18,@MASK @MASK @MASK @MASK The next CJI is in favour of new law MARITAL RAPE which is against of our Indian culture and family system. He is Feminism. Better to give the opportunity to others for new CJI,1,0
9258,9258,1.580124078903419e+18,"Justice Nazeer, on a lighter note: It seems that the Attorney-General has to open a separate counter - ""Demonetisation Counter"".  Everyone laughs.  #Demonetisation #SupremeCourtofIndia ",0,0
6201,6201,1.5856762860971663e+18,"Brian Evans , Sikander Raza deserves #IPL2023 contract @MASK @MASK   @MASK @MASK FYI ❤️❤️  #ZimVsPak #T20WorldCup2022  #T20worldcup22 #PAKvsZIM",0,1
7612,7612,1.5858481380653793e+18,@MASK Gandhi should be replaced with Ambedkar,1,0
9450,9450,1.580077837117059e+18,Chidambaram: Justice Ramasubramanian has gone into economic policy wrt cryptocurrency.  Contests AG's statement that economic policy was the exclusive preserve of the govt  #Demonetisation #SupremeCourtofIndia,0,1
7165,7165,1.1430404560471162e+18,@MASK Yes and given we have lakhs of caes are pending in courts. People r dying as undertrials in jails as their turn never comes. R milord gonna pay for their lives? What is use of following gora tradtion By slave judges?,1,0
3261,3261,1.583547767565484e+18,"And yet, #Switzerland refused to support and actually actively blocked a #WTO proposal that would temporarily waive patents for #COVID-19 vaccines and treatments—an essential step to achieve global vaccine equity and end this pandemic once and for all, not only for the rich. ",0,0
6558,6558,1.5856993364026368e+18,@MASK IPL chhorni nahi tumne 😂,0,1
156,156,1.5811271937654825e+18,"@MASK @MASK @MASK @MASK @MASK It is impossible to deliver justice on time until some type of cases are given preference over important issues . For example : Demonetisation of 2016 is still ON , does it  make any sense to engage resources on a issue which can’t be reversed now! ",0,0
