,Unnamed: 0.1,Unnamed: 0,id,sentence,label,codemixed
1710,1710,11094,49887,@USER @USER @USER @USER Red roses swarm.   Conservatives pounce.   We need our own verb.,OFF,1
6123,6123,9276,25472,@USER The fact that he is still a nominee is disgusting,OFF,0
3310,3310,13103,76828,@USER @USER Why didn't Zac Goldsmith of the faux Conservative Party use this?  Why didn't faux Conservative Party use Khan's defence of 9/11 organiser?  Why are the Conservatives so f*cking useless? If you ask me it's deliberate as they share Labour's agenda or are they just that useless?,OFF,0
5052,5052,10637,88575,@USER @USER She thinks she can run for President.  These Democrats seem to always forget there is video tape of all the stupid things they do.  She is irrelevant!  SCOTUS will be confirmed and America is on the path to recovery from the 8 years of Obama!😎🇺🇸🇺🇸🇺🇸,NOT,0
6351,6351,4394,70414,@USER Disgusting.  He is going down and taking the whole church with him.  My God.,NOT,0
2206,2206,9771,81605,@USER Imagine being stupid 😤,OFF,1
8579,8579,3811,29307,@USER Obama speaking unrestrained for more than 5 minutes....Trump couldn't have asked for a better gift and gun control Democrats just shot themselves in the proverbial foot URL,NOT,0
4887,4887,1667,62302,@USER Desirable? Give me a woman over 30 anytime over a girl in her 20s anyday. To much to teach them and you can't relate on a higher level. You are beautiful and any man would be lucky to have you.,NOT,0
7942,7942,7097,24771,@USER @USER @USER @USER Uns connects fixolas ahha,NOT,1
4210,4210,5388,33184,@USER You are all set! I have sent an email to your Gmail account to indicate the update. Have a great day! *HJF,NOT,0
3069,3069,10723,43363,@USER AGREED 100%. They are the majority.  And there letting the #LIBERALS dictate how they want to proceed!,NOT,0
1250,1250,1866,12785,"@USER I would've chose the headline Why the left loves Bernier"" Personally I could not be more delighted The most important thing in any election is to prevent conservatives from gaining power Just look at Ontario  for proof""",NOT,0
562,562,11211,66941,@USER If anyone knows anything please help she's going to end her life or she is already gone but if you know anything please URL,NOT,0
221,221,5260,26624,@USER @USER NO REAL AMERICAN WOULD WATCH THIS CRAP,OFF,0
7146,7146,2464,87032,@USER Thank you for seeing the light. #StopKanavaugh PLEASE VOTE NO. HE is NOT OK!!! Help SAVE our DEMOCRACY 🇺🇸,NOT,1
7093,7093,5908,91976,@USER @USER @USER I think it is a safe bet that Donald is clueless on everything because he is ignorant &amp; lies so much. Ivanka knows everything &amp; will flip on all of them to save her treasonous ass.,OFF,0
1079,1079,3533,56010,@USER Got to be about the dumbest thing ever.,OFF,0
8510,8510,12921,73227,@USER @USER LOVE HER!! She is a BADASS!,OFF,1
2689,2689,9223,19300,@USER @USER @USER   YOU should've followed Flake's lead and LEFT the Senate!  YOU are one unpopular guy.  Always working against the POTUS.  Just another RINO in the Senate of Swamp Creatures!,NOT,1
8683,8683,1464,20845,@USER @USER Liberals don’t believe in facts just feelings,NOT,0
7369,7369,746,33642,@USER Lol you are representing your case well 😛  I'm gonna give call to my lawyer Matt Murdock.  Wait don't say he isn't coming back .😪,NOT,1
1535,1535,9770,30254,@USER Just another reason she is vile,OFF,0
7389,7389,7776,44526,@USER @USER Leaders must do much more on gun control overall.  Protect our young people.,NOT,0
5066,5066,118,28380,@USER @USER @USER well?,NOT,1
4197,4197,7247,83556,@USER She is not wrong tho. Some Tunisians look like Italians,NOT,0
7251,7251,2082,63532,@USER @USER @USER @USER @USER @USER Sir it comes to something when you present a lie as a fact.... Have you no shame? This is the fact 65% of labour voters voted to Remain. Ref YouGov polls. Your position is based on a false premise......have a nice day,NOT,1
3483,3483,12559,69633,@USER Hey brian tell us about the time you voted with the liberals to take our guns away.  URL,NOT,0
9310,9310,8523,43546,@USER @USER You are way off,NOT,1
4183,4183,4346,58213,@USER @USER That’s so sad and terrifying; I know it’s been dropped to a 2 but all the reports I’ve seen says that doesn’t mean shit for this storm. All you have to do is look at pictures of that thing to realize it’s a fucking BEAST,OFF,0
5383,5383,5719,67020,@USER I have irresponsible sex but I at least know my partners.  (Benefits or being snipped),OFF,0
4044,4044,12887,53261,@USER She is thick though? Wtf😩,NOT,1
134,134,4805,53625,@USER @USER @USER @USER @USER @USER That’s right...he lies all day long and he is still terrible at it...anyone else would have mastered it by now...he’s definitely got 10000hr,NOT,1
4665,4665,10575,32504,@USER You are missing brains?,OFF,0
7997,7997,8514,27556,@USER No problem CORY R. I. P to your Aunt 😢😢😢😢 we all know she is proud of what you have done over the years and she is in a better place now so don't worry she is watching over u ❤❤❤❤,NOT,0
3099,3099,10490,38152,Just think this hate America filled man was our VP!!!!??? Dems HATE AMERICA! Do you see it yet?   WALK no #RUNAway from Dems &amp; join Patriots who LOVE TO LIVE IN AMERICA!   #MAGA URL,NOT,1
5905,5905,7030,12015,@USER @USER @USER Rivera is shit. He is the last one left. Our problems run through him. The day we fire @USER the better off we will be,NOT,0
456,456,5119,22520,@USER If you are prepared to go through the necessary training and background checks then you should be able to carry a concealed firearm.,NOT,0
3144,3144,295,62107,@USER yea your the bitch on the right getting smacked URL,OFF,1
6,6,4548,79816,"@USER @USER I wouldn't say cowardly. She is brave! I mean He"". :)""",NOT,0
8351,8351,6587,73969,@USER @USER @USER you are very creative :),NOT,1
1691,1691,5380,31979,@USER The Conservatives cut the budget for social housing by more than the £2bn as part of their austerity measures. This new announcement is pure spin and it simply plays on the failure of collective memory,NOT,0
7752,7752,1648,55451,@USER He is so takendted what the heck,OFF,1
5996,5996,10127,32502,@USER @USER @USER Prayers ❤️🙏🏻 You are missed.,NOT,1
3479,3479,12751,46437,@USER They are false. This is what the democRATs do best. #ConfirmKavanaugh #MAGA #DrainTheDeepState,OFF,1
5762,5762,8138,33032,@USER @USER American terrorists. We need strict punishment for these lawless thugs. STOP powdering Antifa’s ass.  #BackTheBlue 💙🖤 #gettough,OFF,1
6892,6892,9361,29633,#MAGA...the home of abject hypocrisy...... URL,NOT,1
6983,6983,5226,61243,58 factory workers massacred in Salt Lake City with Intratec MAC-11. The NRA blames gun control laws.,NOT,1
47,47,6899,45021,@USER you are the Mexican Venus,NOT,0
6164,6164,8034,85089,@USER @USER This is proof the liberal left cannot think for themselves and have to be told what to say.,NOT,0
7796,7796,5519,16669,@USER @USER @USER @USER @USER Leave that to your Antifa cronies amirite?,NOT,1
9050,9050,1741,84973,@USER @USER @USER Oh yeah another cracking offering from @USER 😂🤣😂🤣 URL,NOT,1
3100,3100,1816,34360,@USER He is back baby. Lol,NOT,1
7075,7075,9234,93610,@USER @USER players should stand up and be counted like soccer players URL,OFF,0
6762,6762,937,92257,#Manitoba - #NDP leader Wab Kinew on the #carbontax URL Are you proud of yourselves @USER and @USER You allow the NDP to come at you from the right? You're all as insane as the #Trudeau #Liberals #Winnipeg #Canada #MBpoli,OFF,0
5185,5185,4811,49262,@USER @USER Bwaaaaa!! Compared to who...Trump...bwaaaaaaa! Compared to that corrupt demented lunatic she is a godsend!!!,OFF,1
7816,7816,6754,54252,@USER was on 🔥 a brutal match after long time Jeff lost was unexpected. Hope he is fine after the fall❤️😱 #wwe #HIAC,NOT,1
5792,5792,7867,75568,@USER Oops guess the liberals will call him a racist and a nazi along will all the other names on the book,NOT,0
7797,7797,4715,51622,@USER @USER LMAO CRY ME A RIVER YOU SCHMUCK! we had to put up with OVOMIT for 8 LONG YEARS! We kept our mouths shut and put our noses to the grind wheel!!!!! We didn’t RIOT AND CRY!!! GROW UP!,NOT,1
9497,9497,12959,51362,@USER @USER WHERE'S holier than thou @USER  Sippin wine in the shade somewhere...  #MAGA,NOT,1
7568,7568,3552,55592,@USER Give Norm his own show!  He’s FUNNY 😂😂😂,NOT,0
8633,8633,11442,21865,@USER @USER Now Comes The Pain...............  #MAGA🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  #WWG1WGA URL,OFF,1
440,440,11040,43851,@USER @USER @USER please get OFF first take! You yell wayy too much and you seem like you are being a asshole. When you are on set I litterly can't hear anything but screaming. Its obvious @USER dont like you and @USER and @USER was like dude stfu!!,OFF,0
6824,6824,9372,77346,@USER @USER Stricter gun control laws will only be enforced by people with guns.,NOT,0
8005,8005,6131,75646,@USER She said she is half Eastern Orthodox... so I dunno... an opportunity to educate myself,NOT,1
66,66,4955,44544,MUST READ: Delay the Kavanaugh Vote.  This Senate is singularly ill-equipped to assess the allegations against Trump’s Supreme Court nominee.    URL via @USER  #PostponeTheVote #maga #ncpol URL,NOT,1
7751,7751,4028,15598,5 Things You Are NOT Doing But Should Be Doing For Your Blog To Succeed - Did You Think About #3? URL URL,NOT,0
2042,2042,1309,45604,@USER do you recall what was said about moss when the patriots got him? do you even remember what he did in the few years before that? gordon isnt a hall of famer but name a 5th rounder as good as he is today.,NOT,0
1476,1476,7962,31729,@USER If you're talking about Kavanaugh there is only an uncorroborated accusation but even then the conservatives I have seen haven't dismissed it.,NOT,0
7239,7239,10676,29028,#conservatives have been playing defense WAY too long. ENOUGH. #WakeUp #MakeAmericaGreatAgain #DemocratsDividingAndDestroyingAmerica,NOT,1
7858,7858,7954,32545,@USER this is fucking hilarious,OFF,0
8265,8265,6435,40904,"@USER You're either a bot or... for some reason you're associated Gavin McInnes with the alt-right""?   Time to find some better news sources, bro? The ""alt-right"" hasn't been relevant since CVille. Your journalists covering #antifa or just focusing on a few harmless conservatives?""",OFF,0
1365,1365,6577,79287,@USER @USER Andy. Like ur reflex use of cliches n slogans. U must practice a lot. Have u thort of writing for a greeting card company?,NOT,0
4388,4388,2166,21232,@USER @USER Unfortunately that it the liberals agenda,NOT,0
2223,2223,2979,40453,@USER What I'm saying MGK is claiming he is the modern best but his stuff now isn't what Ems was 10 years ago,NOT,0
2266,2266,3482,31027,@USER Well if Trumpster said it then it must be true he also have himself a 10 on handling Cuba hurricane sad piece of something he is...,OFF,1
6268,6268,8780,59993,@USER @USER and ban him from the booty,NOT,1
5744,5744,948,51449,@USER @USER He is. We’ve been saying it for years. Uncle Christopher is Tristan while Aunt Carla is Bickle.,NOT,1
5840,5840,2054,39911,@USER @USER Yeah he is,NOT,1
4299,4299,586,48529,@USER @USER @USER Alaska Girl chiming in...if Murkowski votes yes she is done for!! From what I know most native tribes have told her to vote no! Kavanaugh on scotus would decimate Alaska Natives!!,NOT,0
959,959,1093,48118,@USER @USER @USER Not if it's unwanted by the mother. Then the left flushes it down the toilet and goes to an ANTIFA rally to celebrate.,OFF,0
531,531,8317,64920,@USER @USER I couldn't agree more. And the unions attacking her are politicizing it far more than she is by turning it into a press release. I wrote about this last year. URL,NOT,0
8731,8731,6515,10619,"Probably indoctrinating"". #MAGA URL",OFF,1
5652,5652,7781,42064,@USER I believe he is one step worse  according to experts- sociopath which is a malignant narcissist,OFF,0
4676,4676,4031,67690,"@USER @USER @USER @USER @USER *sigh*  You are not an intelligent person.  I am highlighting the variance in the use of far-right"" and ""far-left"". That is all I am doing. Anything else you now fail to understand is your own fault.""",NOT,0
5094,5094,849,95713,@USER She is! 🙏🏻❤️,NOT,1
5843,5843,11496,82652,(You are! My prayer is that you are blessed with someone you know like that also. Someone who feels your basic human rights are worth protecting. Especially your God given right to personal privacy.),NOT,0
5445,5445,8813,96007,@USER Diane Feinstein Maxine Waters Hillary Clinton  Every member of antifa I'm sure the demonratic party could provide more examples but you're smarter than me in this realm.   #redtsunami #buryblue #startvettingsenators #startvettingcongressmen,NOT,1
5357,5357,2784,22942,@USER @USER Liberals don’t care who they destroy and leave in their wake! URL,NOT,0
6617,6617,762,80216,@USER It's a political hit job gleefully pushed by #FakeNews @USER  and their puppet little Jimmy @USER Liberals always finding new lows!!!,NOT,1
8937,8937,2655,23621,A country in which we are happy to hunt constitutional presidents in the desert because the Chancellor is referring to her truth about #Antifa videos.  #Merkelkratie #Maassen #Merkel #Seehofer URL,NOT,0
5208,5208,3197,90375,@USER This makes me proud to be a resident of the City of Atlanta! Good to see places in Georgia still have character and integrity to do what's right and just amidst a state who can never seem to get that part together.,NOT,0
6987,6987,3280,15267,@USER Perhaps he believes as did the revolutionaries at the time of the start of our country that the people need protection from a runaway government like the one the Liberals are proposing by their actions which would take away your rights.,NOT,0
1959,1959,7091,56391,@USER It really is. My abs are lot more defined but I miss lifting heavy ass weight. Thank you girl!,OFF,0
7966,7966,6950,35372,@USER @USER Hey The Valley Guy - Thanks for the comment - your right on the mark - Just hope the Liberals &amp; @USER get serious about Reversing Global Warming &amp; Climate Change - Get with the real issue of Saving our Planet &amp; Life Itself - Note @USER,NOT,0
6604,6604,8315,40609,@USER Gun control works. It just does.,NOT,0
5158,5158,3671,21614,@USER @USER No people died because officials robbed n didn't do their jobs,OFF,0
7106,7106,1184,43651,@USER Chelsea she is so freaking beautiful I can't believe her skin color so beautiful! I live Aubree she is such a great little lady!,NOT,0
2279,2279,8959,42677,@USER Yes they have and its infuriating.,NOT,0
1609,1609,5970,89485,@USER @USER @USER What I don’t understand is the fact that he’s lied about almost everything to do with Russians and collusion and still he is president.,NOT,0
2063,2063,2736,14848,@USER because he made guys dumb as SHIT,OFF,0
6837,6837,3935,28870,@USER For sure... i have been laughing of them a longt time. 🤣 @USER @USER @USER,NOT,1
1148,1148,7724,27151,@USER @USER You are betting on it...you just don't have a choice....,NOT,1
5603,5603,10898,53534,@USER If the @USER really want to conserve everything that is great about the #UK then they really need to bury this #fracking nonsense &amp; do everything possible to make us energy efficient &amp; fossil fuel free.  @USER please do the right thing!  @USER @USER,NOT,0
9373,9373,12157,91403,@USER And god forbid you are already talking to someone or dating they get real mad 😂🤷🏼‍♀️ we like those people over you for a reason sorry bout it 😂,NOT,0
3304,3304,3801,25709,@USER @USER @USER @USER @USER notice his expression. He didnt know who it was or intentions. Security behind urged him to walk away. He is a great spirited man.,NOT,1
3051,3051,3095,85087,@USER This is ridiculous...UNBELIEVABLE !!! So this fine young man is now dead because of a stupid reason .... come on !!!!! Gun control is the solution y'all so many innocent people got killed because of guns😡😡😡 This has to stop,OFF,1
4176,4176,12021,61116,@USER The entire idlib border is filled with HTS URL,NOT,0
8685,8685,1073,42234,@USER @USER @USER @USER @USER There is absolutely no point in debating a liberal. Your party has swung so far left and have nothing but hate... All rationale has fleeted your side. Trump could create world peace and a utopian society and liberals would still resist for no other reason than your hatred.,OFF,0
5595,5595,7268,84140,@USER @USER @USER @USER They are if you support gun control,NOT,1
4649,4649,115,77086,@USER Dude you are old!!! Lmao. PS: Go Pack Go!!!,NOT,0
2020,2020,4980,84588,@USER @USER @USER @USER She is a wannabe Hilary Clinton.. Can’t stand that woman and anything that the NDP stands for. I believe that they are even more dangerous than the liberals!,OFF,1
363,363,10639,48218,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I dunno. I know who he is but I don't interact directly with him a lot. 🤷‍♂️,NOT,1
7675,7675,10721,59086,@USER Excommunicate the guy. That’ll teach ‘Em.,OFF,0
9045,9045,1110,78914,@USER @USER Well if she truly thought he was an intruder in her home I would suppose she would revert to her police training.  What sickens me is all the media hype that she is going to get off strictly because she is white and he is black.  Horrible all the way around.,NOT,0
9093,9093,6863,83049,@USER @USER Gun control and divorce though,NOT,0
4982,4982,6520,51964,@USER And the media will simply not calm down and just report normally and let the folks decide.   They are a propaganda arm of one party and anyone who disagrees with their doctrine is dismissed as evil and worthy of the Auntie Maxine or ANTIFA treatment or worse.,NOT,0
3410,3410,12012,50564,"@USER if you are trying to use the word pet"" as in like... a term of endearment towards another human you can just use ""chouchou""""",NOT,0
3832,3832,3879,64609,@USER Untrue! &amp; You are valuable.,NOT,0
2553,2553,2944,18519,@USER @USER There are plenty of sane centrist democrat citizens but far leftist politicians &amp; Antifa weirdos? No thanks.,OFF,0
7499,7499,10928,46947,@USER Niggas wellin if they wanna live in a world with endless world wars and death and chaos. My Hero is literally anime X-men,OFF,0
106,106,10514,33595,@USER Guess you are going to ignore what karmys are asking...  💀💀💀,NOT,1
2793,2793,5939,49813,@USER She is such a witch.  All she needs is a broom,OFF,0
7787,7787,3425,19091,@USER @USER This B**ch Behar needs to shut that big ugly hole on her face and think about the fact she's not giving Kavanaugh or his family the benefit of their rights as citizens. In her fat head they're guilty bc they're Conservatives. Behar needs a muzzle around decent people. HRC clone.,OFF,1
2184,2184,7513,26157,@USER I can definitely do that for sure!,NOT,0
2212,2212,10830,55606,"&lt;BECAUSE YOU ARE MY 현재&gt; Because you are my 현재, so I'll cherish every moment with you. You are my past, present and my future."" Still trying my utmost to collect his postcard :(  Link: URL #HAPPYHYUNJAEDAY  #BELIEVE_HYUNJAE_DAY #너의존재가_기적이야 URL",NOT,1
5990,5990,5888,15353,@USER @USER @USER @USER @USER Odd. Stating opinions comes with an attack (cunt and assumption of a streamer using boobs for attention.) It was verbal diarrhea from a person who ought to know better.,OFF,0
5739,5739,119,40252,@USER @USER @USER First of all— they don’t even have pizza at Panera,NOT,1
239,239,10114,29535,@USER Leave it to CBC to turn a bad story for the libs into a critical piece on the conservatives,NOT,0
4596,4596,8500,72430,Im waiting for QDrop. #WWG1WGA #QAnon #QArmy #MAGA,NOT,1
808,808,4384,47977,@USER Everyone in my orbit is totally backing Serena today! She is totally validated with her actions and handled it with grace and character. I’m sorry for her experience but i feel that respect for her has grown beyond the tennis world 🙌🏼💕,NOT,0
5551,5551,8029,29956,@USER You are the second person in 2 minutes to tell me that. Apparently I’m sitting on a Smelly Cat-sized fortune!,NOT,0
3382,3382,3510,35442,@USER Disgraceful,NOT,0
504,504,5329,54209,@USER can't fucking believe it.,OFF,0
5293,5293,12598,79621,@USER I’ll be watching! I feel like it’s less of a ‘by the end of this everyone will stan Jake Paul’ and more of a ‘analyzing what makes Jake Paul the way that he is and trying to understand him psychologically’,NOT,0
1752,1752,10441,27416,@USER Communist Elite Roger Goodell is teaching a lowlife ethics class to his daughters. Shameful Shameless left wing nut ruining the sport of football instead to teamwork and values to the flag,OFF,0
7991,7991,8393,96599,@USER You really think the Riott squad left you this message? Read into it more it says Fear Nikki. Nikki Bella Fear @USER she is coming for you. This dressing room is only the start of insanity. URL,NOT,0
2137,2137,12201,92284,@USER @USER This unfortunately is the real way Democrats feel about Blacks! If they could they would put us all on the Plantation! Socialism is making citizens slaves to the Government! The Conservatives will never let that happen! This very kind of Treason is why we have the 2 Amendment!,OFF,0
8755,8755,7042,83134,#GunControl #BulletControl.  California Tries New Tack on Gun Violence: Bullet Control   via @USER URL,NOT,1
5786,5786,2849,79869,"@USER this pesky"" first amendment only applies to the radical left when it's there opinion. Otherwise they become very violent when others attempt to speak. Look to the campus's and ANTIFA for proof.""",NOT,0
5741,5741,1092,59397,@USER @USER @USER You mean like the Democrats do to push their gun control agenda?,NOT,0
3495,3495,2788,82106,@USER @USER Antifa aren't fascist   They're terrorist,OFF,1
6697,6697,6813,80828,@USER @USER @USER Just imagine if the two million spent on the security for the next royal wedding were allocated elsewhere,NOT,0
5791,5791,8482,67157,@USER Ask Kerry about Benghazi...its a subject he lies with much more authority on.,NOT,1
7563,7563,4015,49705,@USER No doubt she is proud of her daughter from Heaven! So sorry for your loss (at such a young age) How difficult it must have been &amp; I imagine to a certain degree still must be...She sounds as a truly wonderful person. You are her legacy!,NOT,0
9515,9515,6706,36038,@USER @USER And don’t forget #supplymanagement! He has been stubbornly clinging to that that tax. It also distorts all of international trade deals. Just makes life less affordable for the average working family. Only the Liberals...,OFF,0
8591,8591,4636,95340,"1) Hey @USER , I waited 6 weeks for my corporate refund. Finally after calling 3 times and being on hold for over 2.5 hrs total, you return my call. And I find that there was a processing error"" and you ""had no way to contact me"" so you ""waited for me to contact you"". Are you""",NOT,0
2281,2281,4403,60523,@USER Isn't that just a nerd,OFF,0
7873,7873,5624,15193,@USER @USER @USER @USER If this clown had his way we all would be working for $3ph so he can get bigger entitlements paid for by us. How out of touch this fool is. I hope his electorate works out what a joke he is. #auspol,NOT,1
4098,4098,4260,50211,@USER @USER Of course she is.,NOT,0
2385,2385,8258,61842,@USER The real gun control issue. URL,NOT,0
4099,4099,3647,88321,@USER @USER I know right. It pisses me off he is so busy giving himself credit while we are all scared to death  here in nc. I don’t trust him,OFF,0
4199,4199,7476,97470,#cincinatti  well these shootings will keep happening because of your stupid gun laws so its time americans woke up and do something about it because it will keep on happening again and again and not god and prayers are going to help only proper gun control laws will.,OFF,0
1198,1198,6147,24444,@USER @USER @USER You are not going to get it. Grow up.,NOT,1
4324,4324,3096,26257,@USER @USER You liberals will never see him a genuine leader as you are trying to portrait him because he didn’t do struggle at all and has no qualifications but just son of AZ# ap wese to bahut ethics aur morality ko promote krty hn# ppp pe aa k sary liberals🤪,NOT,1
1709,1709,12738,44327,@USER @USER @USER Liberals can’t stand all the WINNIG!!  😂. URL,NOT,1
3525,3525,1524,99581,@USER Do you think she is afraid of pigs that are not the same colour as her? 😊,OFF,0
2436,2436,643,83336,@USER SHE IS CUTE I LOV HER,NOT,0
6373,6373,2522,94521,@USER  god I don’t know how Your didn’t punch Carole at the reunion. She is a smug asshole. I know you are dealing with a lot. I hope you are well.,OFF,0
5228,5228,3597,88687,@USER Omg she is! 😂,NOT,1
2253,2253,8613,90381,@USER Are you still blaming the Black Man for everything? Americans remember..  Antifa,NOT,0
1169,1169,2377,72518,@USER That didn't work now did it!! Maybe he needs glasses!!!!,OFF,0
6390,6390,8515,67931,@USER He is like really smart.,NOT,1
950,950,176,39021,@USER Oh my Carmen. He is SO FRICKING CUTE,OFF,0
3862,3862,8804,54527,@USER @USER @USER She is HORRIBLE. #WakeUp  #MakeAmericaGreatAgain #MakeAmericaAmericaAgain JOHN JAMES FOR #Senate !!!!,NOT,1
2014,2014,9857,21804,@USER Nah I’m okay lol I’m going to watch On my block until a new season 😍,NOT,1
514,514,5438,68938,@USER You may not be funny but you are serving up some serious truth bombs and I love it. Thanks!!!,NOT,0
321,321,10257,45744,@USER I do i do buh if u really know me you would know Khabib is my guyyyy. He is gonna make him humble,NOT,1
9252,9252,5474,79422,@USER This MAGA would spend more than you &amp; your homies together....Now stop ya whining...,OFF,1
1112,1112,5036,86946,@USER —Faints—.,NOT,1
7629,7629,7451,75201,"@USER ONLY the Left is violent, like they guy who shot GOP Senators, and antifa who trash Berkeley, Portland. And BLM that trashed Ferguson.  NOBODY who actually attacks makes death threat first, duh. They Just Do it"" as Nike who now supports cop-killers put it.""",NOT,0
5265,5265,5432,25649,@USER He stolded my diners URL,NOT,0
5639,5639,3212,21467,@USER @USER @USER You claim you read the academic piece I linked to. It spells that out pretty clear.  Do you wonder why this genre of race writing is so popular with upper/upper-middle class white liberals?,NOT,0
1918,1918,13123,94883,@USER We need to stop expecting liberals to act reasonably...they murder babies...they are completely unhinged! So long as the crazies keep voting for the crazy party...you will get crazy. TDS is real!!!,NOT,1
6719,6719,11193,93086,@USER She is so frickin adorable,NOT,1
307,307,3366,10495,A new bill aims to send masked Antifa activists to jail for 15 years URL,NOT,0
1121,1121,12602,45129,@USER @USER Harrison Ford is NOT using renewable energy to power his home. He is using the same power plant the rest of the neighborhood is using. And that power plant is releasing toxins up into the air.,NOT,0
1687,1687,11359,66450,@USER Oh yes!  Gaddafi was a real Saint.  At least in Trump World he is. Ya know there is probably a viable argument for that now that I think about it. 😂,NOT,0
3632,3632,3512,88396,@USER Don’t forget about the Homeless in your district congressmen 😂,NOT,0
7571,7571,8236,99381,@USER You’re Yesterday’s #FakeNews trying to make a comeback at the desperation and obstruction of Do Nothing #Liberals &amp; #DemocRats. Who cares what happened when you were a Minor in high school. You’re not the victim here. Just another MeToo sexual misconduct Baiter and Switcher.,OFF,0
6006,6006,7417,90231,2019 tours will include flights and hotels.,NOT,0
6479,6479,3477,20680,@USER He had to talk about how great he was because nobody else was.,NOT,1
7951,7951,4572,47952,@USER @USER so you are not covered even at 350?,NOT,0
5297,5297,4641,56521,@USER You are such a comedian edd!!,OFF,1
8249,8249,6188,65102,@USER @USER @USER @USER So if Paul Golding turned up for a job at the BBC you'd let him work for them?,OFF,1
267,267,3500,50419,@USER Just listening to Juan Williams on the FIVE drives me crazy.  He is such an ignorant man.  Where does this man get his facts?  Thank GOD for Jesse Waters and you ladies!,OFF,0
6421,6421,9487,68261,@USER @USER @USER The only ones building on hate and division right now are the Dems and their enforcers Antifa and Naxine Watters.,NOT,1
2881,2881,7024,51627,@USER Lol I shit you not... this was it for most of that year... I literally do not have the patience to sit and play game na URL,NOT,1
7517,7517,7388,61218,@USER Oh fuck yeah,OFF,0
9021,9021,3189,14928,@USER She is fine,NOT,0
7433,7433,11133,10396,@USER By screaming and attacking the judge? Sure.,NOT,0
7474,7474,3901,46418,"@USER Well, there's that one idiot you keep thinking will show up in your mirror every sundown when you rise again to walk the night in search of carnage to fill the emptiness where your heart &amp; soul used to be. Altho, now ya mention it, lots of other conservatives"" come to mind too.""",OFF,0
8364,8364,1881,10670,@USER Holy fuck I’m so sorry someone violated your trust like that,OFF,0
6577,6577,9632,80039,@USER And so what? And who cares?,NOT,0
