,Unnamed: 0,id,tweet,offense,codemixed
315,315,1.5689142303925327e+18,You can't make gender biased laws for a gender biased country like India. #MaritalRape #BoycottMarriage #marriagestrike,1,1
2677,2677,1.5857255719545285e+18,"Mean while kl Rahul bas Preeti ko spectator mai lao fir dekho, ya ipl ke jersey he dedo mai century pakka marunga",0,1
177,177,1.5816266116772943e+18,"@MASK alicent was a child bride who was forced to marry viserys like… idk if you legitimately see them as stepmother and stepdaughter then what are your thoughts on marital rape, hmm??? ",0,1
1935,1935,1.5809549580439675e+18,@MASK @MASK #आदिवासी_जनगणना_कॉलम_दो,0,1
2767,2767,1.5856852498449244e+18,@MASK We indians want brad Evans and raza in IPL 🥶🥶,0,1
3711,3711,1.5824223823538708e+18,Pawan Kalyan feels that Home Minister Amit Shah is the most powerful Home Minister after Sardar Patel... and in the same address he boasts about his ideology and shows a book written by Ram Manohar Lohia..   Irony died 2000 times!  Uff..  @MASK,0,1
1241,1241,1.5837359975855347e+18,@MASK Rishi Sunak is Hindu. Don't know about Rishu Sunak. He might be Muslim,0,1
241,241,1.575439757949051e+18,"498A wasn't enough to make Men's live a living hell, add marital rape to it!!! ",0,1
1895,1895,1.5811598931928143e+18,हमारी संस्कृति हमारा अभिमान! हम आदिवासी हमारा स्वाभिमान!! ✊🏹✊🏹✊🏹✊🏹✊ #we_want_saperate_adivasi_cennsuse_code,0,1
1326,1326,1.5832336164607877e+18,GUYSSS I'm so pumped like because I'm finally making a decision on an important part of my religion. Its the scarf that women wear in islam or the hijab. #givemesupport 🥲,0,1
1215,1215,1.5820119095615447e+18,@MASK Daliton ke liye bhi kuch lika hain Dalit na bhikari hain aur usse bhikari banane ke liye aap jaise loge dil se koshish kar ra hoon,0,1
4247,4247,1.5801462465470464e+18,Senior Advocates P Chidambaram and Shyam Divan are brilliant.   How you change the preliminary stance of the bench by your convincing arguments is one of the art I saw today in the #Demonetisation case before the Constitution Bench of the #SupremeCourt,0,1
3032,3032,1.5848364510529495e+18,"@MASK You couldn't have said it better, like Indira Gandhi said India is land of Durga as well as Mahishasur.  Actually i found @MASK thread and logics more convincing than popular mythology.",0,1
56,56,1.5812689684335163e+18,"@MASK Imagine, just imagine the Ex FM of a nation is mocking his own motherland. Now we can understand why he went mad after demonetisation.. Listen, my motherland is greatest of all the nations, the Tihar Returned  scamstets won't understand it.. Janani janmabhumish swargadpi gariyasi ",1,1
4228,4228,1.5802123283601815e+18,अगर विमुद्रीकरण की घोषणा अकादमिक थी तो फिर सार्वजनिक रिकॉर्ड पर कोई दस्तावेज क्यों नहीं हैं। फैक्ट। #Demonetisation,0,1
4531,4531,1.5768742195009943e+18,"So big that even during hare-brained demonetisation, withdrawing money for wedding kharcha received an exemption ",0,1
319,319,1.568907918703227e+18,"@MASK @MASK yaar marital rape and marriage, adultery is trending so much... And crazy crazy takes under the hashtag.. kuch bhi logic lagva lo kuch ladkon se 🤦🏻‍♀️🤦🏻‍♀️ ",0,1
184,184,1.581581563694678e+18,@MASK To iska shubharambh ho gaya #maritalrape main Khush Hun ki kam se kam main single to hun 🤣,0,1
1779,1779,1.5771137911074734e+18,@MASK Yes. There's no concept of Love Jihad or Taharrush in Christianity. + The Danish Ambassador isn't filming dancing young women despite objections.,1,1
2308,2308,1.5809156611019407e+18,Just in | #Maharashtra files appeal in #SC hours after #Bombay HC acquits Prof GN Saibaba in a #UAPA case. Solicitor General Tushar Mehta mentions the case in apex court for urgent hearing. | @MASK reports,0,1
1382,1382,1.5832082954345513e+18,@MASK AsraPanahi an Iranian schoolgirl who was beaten and killed by the Iran regime's agents during a school protest over the forced hijab law on Wednesday. The Islamic regime obtained an on air forced confession from her uncle to distort the fact.  #مهسا_امینی,0,1
443,443,1.5806178470297928e+18,"#JusticeSudhanshuDhulia Thank you so much Sir for keeping our faith in Justice and judiciary 🙏🙏 &  #JusticeHemantGupta please provide your address so that a copy of the Holy book of THE CONSTITUTION OF INDIA can be provided to you,please teach yourself about SECULARISM #hijab ",0,1
2667,2667,1.5857996376799027e+18,"@MASK பாய், அசார்தீன் காங்கிரஸ் காரர். கூட நடக்கறாரு. பஞ்சாப் போன சித்து கூட வருவாரு.  வயசான ஆட்டக்காரங்களா புடிச்சு என்ன ipl மேட்ச் விளையாடப்போறாரா?",1,1
3803,3803,1.581724967452168e+18,@MASK Jo bapu ka samman nhi karte jinko desh videsh mai Jana jata hai..jo apne bhagvan ko use karte hai apne fayede ke liye unke liye kya sardar patel aur kya bhagat singh....,0,1
1690,1690,1.5777072651254088e+18,@MASK bilkul krte hai jitne logo ka dh@rmantaran hota hai unki gharwapasi krwate hai pr tumlog apne ola ko defend nahi krte exmu$l!m$ pratidin g@liya dete hai,1,1
1433,1433,1.5831906093591224e+18,"After competing without compulsory hijab, Elnaz Rekabi from IR Iran has gone missing. No one has heard from her for almost twenty hours. We are gravely concerned for her safety and welfare. She needs our help. Kindly report on this. #مهسا_امینی ",1,1
3364,3364,1.584906408608559e+18,@MASK Yeh pandit Nathu Ram Godse  Jo apna kaam Kuch smaye Pehle karte  Toh aaj yeh hindhustan sone ki chiriya hota Yeh aantqi jehadi Nafrti is desh mai koi jgha na hoti Bura ho narke mai bhi budy ka  Jisne ujare huve hindhuo ko maag ki thande mai sharnarthi aadi raat Maszid se niklwaya,1,1
1990,1990,1.580781768361529e+18,सभी सक्रिय साथी लिखे! @MASK @MASK  @MASK #Stop_Hate_Speech,0,1
2241,2241,1.5811728217993585e+18,"Basant : High Court considers distinction between sanction under 197, PC Act, TADA. Court says prosecution under UAPA is a different ball game.   #SupremeCourt #GNSaibaba ",0,1
2604,2604,1.5858490685046374e+18,@MASK is going to be one of the most expensive players in the IPL 2023 player auction.  Likh ke le lo.,0,1
3918,3918,1.5575786848227615e+18,"The vision of RSS is based on the book ""BUNCH OF THOUGHT"" by Golwalkar and the ideas of Savarkar who always opposed the freedom struggle of India  #RSSQuitIndia",0,1
3748,3748,1.5821809444922696e+18,@MASK @MASK Didi history padhi hai ya watsup University ka gyan de rhi ho. Nehru 1952 me PM bne or sardar Patel 1950 me hi RIP ho gaye to kya unke Bhoot ko PM bnate kya?? thoda padhlo ye farzy gyaan mat pela kro ☝️☝️😅,1,1
2117,2117,1.5835770951579238e+18,@MASK It's wine now,0,1
3742,3742,1.582223400243966e+18,@MASK Jase mahapurush sardar Patel ji... Ko aap yaad karte ho Samy samy pe.,0,1
777,777,1.5741073261725e+18,@MASK @MASK @MASK @MASK Koi naya joke to maaro yaar. India 100% open defecation free hai meanwhile pakistan aadha dooba hua hai😭,1,1
522,522,1.30183925302281e+18,"#DYK Urban wetlands (lakes, ponds etc.) are critical for maintaining the water balance of a city, for flood cushioning, for micro-climate regulation and for protecting biodiversity. #NatureMatters #50yearsofWWFIndia #WetlandCities #WetlandConservation #UrbanPlanning ",0,1
3562,3562,1.5851501120364257e+18,@MASK @MASK Apane pichhe se Dr Babasaheb Ambedkar ji aur Bhagat Singh ki Tashvir hata deshdrohi Constitution ko padh le ek baar,1,1
1585,1585,1.5804554185263268e+18,"@MASK This is a welcome step, we will work together to do Ghar Wapasi of Kasars in #JainDharma ",1,1
1529,1529,1.582480434390536e+18,@MASK Agar log aaj ghar wapasi karte hai to aage unhe ye kaam khud karna hoga.... 1956 ke baad ghar wapasi ki koi muheem nhi chali...sab brahman dharm ke gulam rahe.. kisi ko apna itihass yaad tak nhi aaya...,1,1
