,Sentence,Label,codemixed
106,"Ofc they should be seen as a lowlife. Cause inexperienced opinions won't help anyone. Anyways, your point would have been considered, for you are into IIT. BUT since you haven't seen the real ""IIT"" thing, your opinion is invalid. ",1,0
107,@MASK Talks thanks for suggestions,0,0
108,"What's it?  
Can you explain ? ",0,0
109,"I think every female has a right to choose the way she wants to lead her life and dear mrs shahid kapoor no mothers daughter is a puppy whether she is working or a homemaker
Imagine if ur gynaecologist at the time of ur delivery said that i cant leave my daughter and come for ur delivery as she is not a puppy then what! ",1,0
113,"Photograph bruises and make a recording of video through camera on mobile
phone and show it to policemen. ",0,0
116,Paid media trying to creat a rift in the AAP party but no logical citizen is buying it,1,0
117,any thing happens to indiots they start blaming Pak. why would they cross loc and mutilated? and if they did then how can indiots claim they did surgical strike? and returned safely?,2,0
120,ALTHOUGH PRIVATE INSTITUTION/FOREIGN UNIVERSITY REACH OUT FOR IIT PHD FOR TEACHING. GOVERNMENT UNIVERSITY ABSTAIN FROM THIS & REMAIN HAPPY WITH THEIR SUBSTANDARD FACULTY. IT IS TRUE CENT PERCENT FOR ENGINEERING FACULTY AND HALF TRUE FOR SCIENCE.,1,0
123,Hie Sonia plz REC fut buy @MASK hold or sell,0,0
125,"real picture of so called secular  india, muslims r not allowed to practice their religion,  jinnah was right about two nation theory ",2,0
127,What this broker talking about?,2,0
128,"We must expose the rapists and come to know their religion, caste, education, family values and level of barbarism!

BJP can't change degenerate nasal...once we come to know which segment produces these barbarians, we can monitor criminal activities better!

It might be that people are deliberately causing havoc in BJP ruled states for their delusional religion! ",2,0
129,"Why is it that most of the posts these days are asking students to chill out instead of working hard when they can.
Because you chose to pick up the answer of someone trying to dropout over 100 other answers who made it big from IITs.
Kind of shameful. ",1,0
130,"He is an RSS puppet, speak only When RSS says ",2,0
135,"Another prejudiced idiot who is putting the cart before the horse. Interesting thing, they opined in such a fashion as if an expert in socio-psychology. AND it is Indian Express bring forward such idiots. ",2,0
138,"Pee drinker talk when you sober, your soldiers apply holidays when war times comes. rapist nation ",2,0
140,"Muslim in India deserves reservation.
It is their right.
They are attacked all over India because they arent in mainstream. ",1,0
142,Bro who hurt you?,0,0
143,They follow their prophet's footsteps. Do I need explain more?,1,0
145,Keep away from that mad aunty.,0,0
146,"Real man is someone who has purpose in his life. Purpose makes our lives
meaningful. ",0,0
147,Plz review,0,0
148,"Every IT company has a client profile unique to itself. If Infy and TCS were treated as market leaders to even WIPRO then it was and is wrong. INFY and TCS need not and should not rally with WIPRO rally. Market reaction will be company specific in a matured market. There's no fooling thru market or cheer leaders,, ",1,0
149,They will come out with a bicycle and undertaker will be riding it!,1,0
151,BJP agent,1,0
152,This woman thinks spending an hour with one's own kid is a choice. She annoys me.,2,0
153,No claps. She should be given slaps.,0,0
155,it should be conceded that IITs are too much of an intellectual luxury .  They are expected to create more technocrats and scientist and Engineers.  I dare say more 80 % of the IITIANS are in non technical jobs.  Mostly in finance and banking and marketing.  The government should view that seriously.  Only the hardcore engineering aspirants must be given seats in IITS.  Successive RBI governors are IITIANS.,1,0
156,"Callum Talbot, you are entitled to your opinion. Blessed that you are with a brain that's empiter than an hermits address book. Any Indian who condemns terrorisim should first stop terrorisim in Kashmir. It's like pot calling the kettle black. Jeez! ",1,0
157,Where were u in the past when  current ruler were in opposition and worst language was used against.,0,0
158,I abandon to watch Bollywood movies since a year ago,0,0
159,"Demonitisation is like a medicine, it might taste sour to most of us but will show its effect slowly and steadily.... ",1,0
160,just wasting the hard earned money of public... highly criticise such kind of act! y the hell they r paid so much..,2,0
166,You r right meera that being whatever you want is your choice ...The same way many women feel that working at office and fulfilling their dreams makes them happy ...Not every one is happy being a home maker ...And not every one is happy being a working mother so it depends on circumstances and choices we want for better life,1,0
173,Those who lost credibility because of corruption now pointing fingers at Honest CM. First see at yourself what Congress have done in MCD along with BJP. Nobody knows are you there in MCD or not for 20 years? Never raise any issue for public cause. just hand in glove with bjp. Now there comes AAP so both bjp & cong want to show goodness & honesty.,1,0
176,At this moment might with anything but it can't be compares with anything substance. He is someone who is wining since 1998 here if we have ridiculous corrupted non-deserving as well as playing vote bank politics are there so considering these all we we should say one of the proved Leader became CM. Rather not getting it through family inheritance like both ##pappu akhilesh nd rahul.,1,0
177,National award on the way !,1,0
180,Mutko's exclusion from the election is due to a clampdown on government interference in football.,1,0
186,AAP' should be too alert of such people as many more such people may come to harm AAP.,2,0
187,Anna is hard core RSS member,1,0
190,i am not pessimist but even then it got 10 minutes late,1,0
191,I agree.,0,0
193,"He Can be made the CM. He's SO Cute and Cool :* :D :)

Anything is Better than Adityanath,so to say,yeah :D :) :/ ",1,0
194,These idiots are just playing with our sentiments AV has lost his ground and KV is now diverting this and making space AAP that's it . Its a bate for foolish people don't fall for it use your own mind . Kashmir is ours and will remain with us one pic or one video will not change any situation . We are getting ready to take Baluchistan our mind set is to take from PAK not giving anymore,2,0
201,RIP,0,0
203,Pakistan made mistake by giving access to Afghanis when Soviets were there...next time it wont happen,2,0
210,Another rice bag convert,1,0
211,I strongly condemn killing of Indian soldiers.Humanity has died it is shameful act.,1,0
212,"Give the man credit for speaking his mind. Loudspeakers should be banned no matter the place. It's a nuisance and hurts old people, animals, children and all human beings. Religion and faith is personal & private and doesn't need loud advertisement ",1,0
213,I am Ã°Å¸â€™Â¯ agree with you BOLLYWOOD Is garbage piece of SHIT.,0,0
218,Huge rigging is planned by BJP,2,0
219,Yes and BCCI is playing with Indian sentiment in favour of extra money. It is true... BCCI only sees money and not cricket quality or love of the fans...,2,0
221,The fact is Indian govt can print 300 crores per day if they print in all available printing presses...,1,0
223,hey guys he doing a really great job only thing is we thinking of present but not future.,1,0
232,True Ã°Å¸â€˜ÂÃ°Å¸â€˜Â that's why i only watch hollywood movie.. Atleast its sensible,0,0
233,"Marks philosophy has new significance ??
RUBBISH.
34 Countries tried for nearly 70 years and proved to be stupid.
Now 29 Countries got freed from Communism.
Only 5 Countries are remaining.
In India West Bengal after 34 year Communist rule proved to be a failure. ",1,0
234,She is the cocaine girl. What is wrong in that ?,1,0
235,The best way to counter the BJP's anti beef army is to flood their computer with beef recipe.,2,0
237,This man taught me how to be realistic ..,0,0
239,"What are you doing in USA?Come back to the motherland and enjoy Modiji's
golden rule. ",0,0
241,I am really dumbfounded at the bias of this political commentary that seeks to hijack the credit from a splendid performance of one party to be placed it with a mediocre one.,2,0
244,for the first time in two years of government he is speaking sense,1,0
245,Hello how r u,0,0
246,David Clark just check the U.S. almanac and you will see where the U.S. has no official language or religion. Don't be stupid to argue if you don't know the truth.,2,0
247,Yes bo,0,0
251,Your videos are blessings :),0,0
252,Isnt it's her choice to work or not? She and only should decide what best for her not others,1,0
254,Brain Washed Hindu. BJP vote bank,1,0
255,"I do not understand what you mean by India doesn't have Sharia Law. There can't be any restrictions on Appeal or advise. The leaflet does not name Nahid or any person it just says music is prohibited in Islam which is true
We are democratic country and follow democratic laws.
Every single time the paid and corrupt Indian Media blames Islam all narrow minded people take up arms and brand Islam as Evil.
Please watch Ndtv Prime time by Mr. Ravish Kumar who is the most decent person in Indian Media ",2,0
257,Puppet channel,2,0
261,She must be sent to jail for anti national activities under NSA and PSA,0,0
262,"Nusrat Nazir Saudi Arabia is well documented for systematic discrimination against the expatriate laborers not just from India but also from other countries like Indonesia, Philippines, Pakistan, Bangladesh and so on. In fact, some nations had to put stop to labor immigration because of the horrible treatment their citizens received under Saudi system. ",2,0
263,I hate both loud speakers whether played by Hindu or MuslimÃ°Å¸ËœÂ£.,2,0
264,Army is not raping u fool.u r brain washed..army is there to maintain peace..i have realised thay kashmiris are the most duffer people on earth..shame on u..,2,0
265,"If you still think Cho was speaking as a sycophant of Modi even after his demonetisation move, you must be extremely anti-Modi. ",1,0
268,I love you,0,0
271,"Mohammad Usman. Get out from my country. 
Partition was based on two nations theory. So ALL MUSLIMS SHOULD HAVE GONE TO PAKISTAN. ",2,0
275,Samsung Mobile has made some big changes in the Galaxy S8,0,0
276,Brother you talk to you right,0,0
278,Sorry Bad message(Gay people Nice ),0,0
281,Not actually they r suffered we small businessman also in dis list no industry no infrastructure,2,0
283,You are not getting it. You should also vehemently oppose Bhajans if it is played at a high volume at unearthly hours. Please don't look at it in the  perspective of religion  but rather view it the light of your Democratic rights which none has right to violate. What if one of your family is unwell and trying to sleep when some loudspeaker starts blaring whatever may be the duration.,2,0
284,We have already given them reply in surgical strike they r rats in front of g8 army...They send their terrorist fight with all of them will b send to hell,1,0
285,"@MASK Paul , would you please give me your IMO or whatsapp number? I want to
chat with you. ",0,0
286,"Right! And parties like CPM, Congress, SP, who go out and blatantly ask for votes from a particular community promising goodies in return are obviously promoting communal harmony. Well done. You've cleared this level. Achievement unlocked: d1ckheadedness ",1,0
287,Nikhil Sinha So you mean to say a country without Muslim is the safest country in the world? Japan(a country with no Muslims) is on the 8th spot of most peaceful countries. Iceland(a place where 0.3% people are Muslim) is on the first place. Clear your misconceptions first about Islam.,2,0
289,Terrorism does have religion when it's motivated by religion.,2,0
290,Then why such a Tweet.,1,0
292,Why the eccentric lady is still in India?,0,0
294,I don't see any reason in my favor to pay the fee happily :/,1,0
297,have even ever seen someone like your brother or jut a friend killed in front of u before,2,0
300,"I say from India. Parimani mam you are very beautiful. I Miss you so much. I
did the political science Honors from Jamia Milia Islamia University. I also
wish to visit you in Bangladesh. Happy Life. ",0,0
307,Looking fr lesbian partner,0,0
308,"Great work Modiji,but even look into low class people and doctors and their hospitals also. ",1,0
309,Love you brother,0,0
311,Place name please,0,0
315,Remove reservation.. continue providing financial aid to under privileged. Let Merritt prevail in jobs.,1,0
316,"The headlines ""he won the trust votes"" should be reworded as "" he has bought the votes""  Now, we face the hard truth that money and power wins, what else can u expect from a corrupted group ? ",2,0
317,Police might have been busy catching the bikers with helmet and other riding gear on. Coz they are the only problem on road.,0,0
318,You can not justify the hike to meet the fiscal deficit,1,0
320,Oh yeah cave civilisation can claim that .. after all u r their illegal creation Ã°Å¸Ëœâ€°,0,0
322,"Before you lose 5 minutes a night, now it'd be more. ",1,0
323,Blade fool,2,0
328,"Boys n girls should have equal rights.  
Whats deemed right for girls should right for boys too n vice versa ",0,0
331,Every indian minorities must know they are minorities and will be minorities if we unite on black anti social doings,1,0
332,That is why Kashmir situation goes worst day by day,1,0
334,Facilitating bank thuggery is the idea behind this exercise. Who said banks love you?,2,0
336,RSS agent,2,0
339,What is your view on telecom for a 6 month perspective? Especially the smaller players like idea and RCOM ?,0,0
340,You have to be opportunistic to be successful. If you are not then you are doomed brother.,0,0
344,how we can think about justice when number of law makers are rapist & big criminals..?,2,0
347,right bro from dubai,0,0
350,Happy birthday sir.,0,0
356,It will not surprising if martial law is declared and Army have to do everything as necessary,0,0
358,Yogi Adityanath should have come in her support .His support would have salutary  effect on the loose cannons in his party.,1,0
359,"Yogi Adityanath, BJP could have opted someone else. Its UP not VHP. The way this man has given aggressive statements, it makes him only suitable for VHP & Bajarang Dal and not for CM post that too of UP. BJP has made an arrogant move. I am a supporter of BJP but not for this move. ",1,0
360,"Even army personnel are given life sentences over cases of fake encounter and
rape cases by army court. So there's nothing like we can't question them.
Questioning doesn't categories you in sexist or others ",0,0
363,Tital itself is biased. India has been subjected to minoritiesm in the name of secularism. Now India is only restoring secularism!,1,0
364,"judicious stap by Guy,May God keep him safe.If laws not on his side, what else
a men can do? ",0,0
365,Useless remark,2,0
366,Ask 100 people what their jio phone number.. not even 10 guys remember.. Jio is gonna close down the day it starts billing..,1,0
368,I think better buying opportunities will come up in December 2016,0,0
369,"This applies to all religions, sir. ",1,0
370,dog,2,0
371,We need mens in the army not gay,0,0
372,"Dear PM, hope you'll achieve the same.
But you're going too fast and we expect you deliver it as well. ",1,0
373,As a woman - I am proud of you !,0,0
374,"Exactly bro...... you are absolutely right. I am with your thoughts. Please
keep posting these kinda videos really appreciate your work ",0,0
383,But our siblings and nxt generation can enjoy the fruits....don't be selfish.,1,0
385,"Scoundrel people 
Stupid questions ",2,0
387,U are much negative,0,0
388,FORD FIGO IS THE WALKING STICK FOR THE INDIAN ROADS .,0,0
392,Dont worry i will appeal to the the transport authority regarding ur concern. Till then use ur feet as mode of transport,1,0
397,thank you,0,0
398,Being honest - i didn't get even a single letter,0,0
399,U r right bro,0,0
401,1st comment,0,0
404,"Wonderful, Amazing video ",0,0
405,your are no Santa Claus,0,0
406,Infuse young blood for better performance.Veterans should be given organisation.B'coz old formulas create controversies.Youngers are not so young for guidance.,0,0
407,"It's not Hindutva vs other religions. It's anti National propaganda. Have you seen Voice of Ram's previous posts praising Pakistan? Indian Express, please come out in open at declare yourself an anti national force, instead of hiding behind the shared posts. I saw a few of your posts regarding UP CM, all seem deliberately misleading. 

If you think he's so wrong, let's see you give out facts and statistics instead of opinions. Where are your journalists and editors hiding?

Rishabh, what do you think of this post? ",2,0
408,"Jikku Abraham History says Adolf hitler and Benito Mussolini was not corrupted politician ever. But they were cruel. Sir, India will turning in to Taliban soon if people of a india will not think beyond religion. ",0,0
410,she jobless singer .,2,0
411,Is he sleeping when congress government is existing and enjoying the corruption money through multiple scams.,1,0
412,Shame on him He shows the mentality of congress who has ruined the country,2,0
413,If his going to resign are you going to sit on his place?,1,0
414,Cheap vote bank politics.,2,0
415,HiÃ°Å¸Ëœâ€šÃ°Å¸Â¤Â£Ã°Å¸ËœÆ’Ã°Å¸Ëœâ€žÃ°Å¸Ëœâ€¦,0,0
417,Can u give ur views on jubilant foodwork pvt ltd,0,0
425,They were muslims and they were not stealing cows but you extremism has killed both of them.. Such a Terror country who owned himself as a democrat  but infact they are extremist .. Such a shame!,2,0
426,"Stop Discussing, Stop comments on Soldiers cut in pieces . Just prove it 2 equals 200.. Thats all ",2,0
430,There is one more aspect on road safety  which is how people are getting driving license without even having a knowledge of traffic laws. This should also be given a thought.,2,0
431,"That's happening due to only because of Congress, JDU, APP, CPM and left parties because whenever Indian government takes action against Pakistan, JNU incident, and Kashmiri stone pelter these parties stand against Indian Army and government due to that they are able to do this kind of action against India. ",0,0
432,Waooo,1,0
433,This story is an example of yellow journalism.,2,0
435,Must have been misguided by Amb ana Adn & co.,0,0
437,"And this comment is written by the guy who stays in Kerala...
Paid commenter doing his job ",1,0
440,"Stupid move. What's wrong with BJP. Hits the axe in its own feet? 

Or is the news paper deliberately misreporting? ",2,0
441,It's not trust vote it's fixed vote for money,1,0
443,We want India to be a manufacturing hub: Commerce Minister,2,0
445,so sweet,0,0
446,"Millions of simple , spiritual ,religious & moral persons besides students have been disturbed by your songs but seldom they complained ",2,0
447,"You cannot survive in politics even for a day. Politics is no child's play, especially in India. One has to play a bit dirty. ",1,0
450,"By the way according to India media reports after uri ,76 soldiers have been killed by Pakistan army? :P ",0,0
451,Pakistan is alive on begged money. Look where india is and where is pakistan today. Both got independance together. Shame on u poor and uneducated people. U do not deserve to live in this civilised world. U r already living in hell. Shame,2,0
453,These AAPtards will now abuse Anna.,1,0
456,"There is something extraordinary in Trump. Famous American actors, actresses , singers, politicians, media were against him, but Trump won. It seems people have started recognising fake seculars & fake liberals. ",0,0
458,But simple wasting of time u people really taking more then 3 weeks but still sim is not activated. . .I can't trust what service u people r going to give,2,0
463,Tamil Nadu in particular has a disproportionate number of illiterate people. What will people do when the opposition party is even worse. Kerala on the other hand has changed dramatically. Incidence of corruption is at it's minimum now.,1,0
464,100% right,0,0
466,"What freedom madam, it's contrasting even to dictionary ",1,0
471,When people are electing criminals what can police do?,2,0
473,"Appreciate Good work and Question all the wrongs. But, keep up to the topic instead of abusing for no reason.

Thanks ",1,0
474,"Acutally which scam got proved in court i never understood, all ppl still comment on media trials ",1,0
475,"""Even Theresa May felt compelled to say, despite Brexit, that it was in the interest of the US to have a strong Europe as a partner."" ",1,0
482,No foul words pls al of us r decent and ladies r also in d discussions. Pls stick to clean comments. No hatred or bigotry too from anyone. This is seen by lot of people so let us maintain dignity and decorum.,1,0
483,You will understand very shortly what Indian surgical strike is called.,1,0
484,**Correct**,0,0
487,Nice Video,0,0
488,"Everyday this indian hyenas  kill our citizens in Bangladesh india borders.They kill farmers children whenever they want.But our hijra BDR and hijra govt.can't do anything.when we BangladeshI heard that some indian dog killed by Pakistani army,our heart  fills with joy.Hurrah! today is party time. ",2,0
491,He is describing the bike to his wife to buy,1,0
492,If Mr MODI is so keen on eradicating corruption and black money than why doesn't he stop cash funding to political parties and why political parties are not brought under RTI,1,0
493,"It is shameful to support the MLA ,first he should know he was elected by people he is not s born ruler and must understand to behave in public ",1,0
494,Who is watching this after india beat afganistan in world cup 2019.,0,0
495,Government did not ask.Big Bazaar to do it..They are doing it...any organization for that matter can do it..- Swipe the card and get the cash..,0,0
500,Right answer,0,0
501,"I THINK ONLY GAYS AND LESBIANS ARE LEGAL. NOW RULE OF U N I V E R S E HAS BEEN
CHANGED. NOW MALE AND FEMALE RELATIONSHIP IS ILLEGAL. NOW U N I V E R S E
SAYS."" ON THIS PLANET THIS NEW SYSTEM HAS BEEN LAUNCHED""...NO SEXUAL CRIME
LIKE RAPE WILL OCCUR IN THIS NEW SYSTEM...EVERY GAY AND EVERY LESBIAN WILL
ENJOY THEIR SEX LIFE...LIKE KISSING. ",0,0
504,"Arnubs 90% incomes coming from Hindu Muslim & bjp congress party agenda..  
Whenever I turn on his channel I can hear screams Hindu Muslim bjp congress
etc  
What about poor people? Example did he debate regard rapists? Common guys ",0,0
506,Why doesn't Raw or IB bump off such people.,0,0
507,Labour-intensive based manufacturing is what we missed many years ago: CEA,0,0
512,"Situations are different, on the field and off the field. Mixing em up is stupidity. ",2,0
514,BJP if you want again bjp government in future than do something  of pakistan,1,0
515,You have dung filled head man . you are offending all with the last name kejriwal.,2,0
516,That's absolutely true,1,0
517,It is very bad,0,0
518,Israel is better than Turkey.Turkey is dangerous .A threat to world peace.,2,0
522,I hope the dynamic CM will take adequate action against the hospital.,1,0
524,"Mr Jogi , are you silent on such matters   knowingly ? May be  because one ,two incenents may escape your notice but not in series. Saints teaches  sincerely but those who practise them are called Jogis. I have not found my answer from your deeds. ",1,0
528,I cried when I watched the movies,0,0
529,Nothing happened like that. Your Army and media is lying.,2,0
530,This is a new low to stay in the public eye .. desperate measures to retrieve your dying career I guess,1,0
536,So intolerant. When somebody talks sense you try to communalise it,2,0
537,religious of fools,2,0
540,If her grandfather reborn. Still she can't bring the govt down..,0,0
541,"Only life time actor 
That too cz he's an old legend 
No doubt he was great bt his era has gone 
Now all he's doing is just timepass ",1,0
544,Shame,2,0
546,Super s upper review,0,0
547,Mr. PM you must act now. We are with you. Don't do only ninda always.,1,0
549,U Don't have to think what we are.you just drink cow urine.nonsence,2,0
553,Ad,0,0
556,Not enough MLA to elect him in any state ??,0,0
559,"Now it is higer & higher time , at any cost do attack on pakistan, there is no onther way to peace in india ",2,0
562,A well explained review. Really loved it.,0,0
564,Nice boss. Thanks,0,0
571,You give so much of negative vibe,0,0
572,If this all is done just to defame aap then they ppl have actually crossed all limits of diginity to obtain power.,2,0
574,"When I start to watch this I was uninterested. I doubted if it's even worth
watching. But you guys proved me wrong. Well done. Hope people become more
aware of LGBTQ. They are normal human beings just the way we are. I love the
girls end act. Mind-blowing performance Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’ ",0,0
577,"Have not worked out cost modalities of delivery, want to keep it neutral: HPCL CMD ",0,0
582,Are you mad,1,0
583,Fail to address the parliament now addressing bjp park party,1,0
586,hi anuj my first investment is yesbank bought in 2013 @MASK 250 200 qty with my laptop money. should i book profit and move to other bank? how much gain can I expect,0,0
588,Surprising to come from a man who constantly ditched those very friends who were instrumental in his success...,1,0
591,90% boys can relate with this movie we don't know about the remaining 10%.,0,0
592,elimenate RSS first than talk about isis which is just started,2,0
593,Shame on MP govt.,1,0
600,"Did he just called president Hillary Clinton   :P  whoever wins, God bless America :) ",1,0
603,Live and let live.If somebody hits national interest because of religion..take care of him/her,1,0
606,today your so called freedom fighter killed 5 kashmiri policemen and 2 bank official..in attempt to loot cash from van. what will u say...do u support this act of your freedom fighter,2,0
609,U r inspiration i work everyday because of u,0,0
611,"We all of them searching in Google, if anyone searching you in Google - That is success ,Best quote  suitable for you sir ",0,0
613,"Domestic Violence claims 170 thousand husbands:- In the last twelve years
(1996 - 2008) 170,000 husbands have been claimed by rampant domestic violence
against them. In a shocking revelation of suicide statistics for the year 2008
reveals that almost double the number of married men have committed suicide in
comparison to married women as the report attached here corroborates. It
states that in the year 20 ",0,0
615,"we also love ANNA u never join AAP, u dont know meaning of AAP it is clear that we the people, we never trust leaders in our party. even one day we are able through our so called leaders AK and manish. we never trust even them. we the people aam admi. power lies with us. never make drama to kill our intention. whenever election is there u come in front and start blaming AAP. i warn u and i try to educate u i know ur from RSS background just keep away from our intention. ",1,0
617,HuJI leader Mufti Hannan lost the legal battle to save himself from the charges of an attempt on life of the former UK envoy to Bangladesh.,0,0
620,"Worst is when you see non Pakistanis giving the laugh emoticon for this article. Shameful people!! Even when this happens to Pak Army it is a disgraceful and utterly cowardly act!! Don't worry laughing morons, this week has not ended, porki army corpses will be served hot soon ",2,0
621,"First protect us(public), then you go for..............
. ",1,0
624,Hi,0,0
627,very very much,0,0
628,"Demonetisation has made all depositors to stand in long queues,begging banks to draw cash from their own accounts.This is the reality. But, 4.7 crores of new 2000/= notes was caught red-handed from an  individual in Bangalore. Does it not show the total failure of  the conditions, imposed by RBI &govt.? ",1,0
629,sc st bc mbc Muslims expect this best solution. but i don't know fc support this,2,0
631,Please do analysis of section 375 movie.,0,0
632,There are 21 Arab countries in the world that do not recognize Hebrew as a language. There is only one country in the world that recognizes Hebrew.,0,0
635,"This is just a blame game to fool delhi people , AAP is not at all good party for india , they are urban Naxalites who are anti-india . ",2,0
636,"I completely understand the pressure on men in our society wt regarding
marriage n all but the man needs to b clear n strong to say no n or take
whatever it takes to keep out of marriage! Why the innocent female suffer ...
be human . Think wisely! ",0,0
638,Our best pm. I met him before he wasn't CM OR PM. this the person who can make change our country and make most livable country in world. I am always with him. Its doesn't matter if make some mistake because if someone can try its possible but end of the day we get good result. Along with we need to change ourself to avoid nagativity,0,0
639,But no cash in ATMs,1,0
640,Salute for your honestly brother! Raise the voice!,0,0
641,"RSS is a Only national interest and secularists , other all anti Hindu and anti nation. Instruction coming to CPM  from outside India, and Congress from missionaries , PENARAI VIJAYAN CAN YOU TELL US Y YOUR PART SPLIT 1960. ",2,0
643,Lies have no foot. Every day Indian lies fly in air. Stupid and sick mind people. ........,2,0
644,Problem with some of the anti modi journalist is that they are running away from reality what they think and write in their column is only their  bias opinion which has no impact on masses one senior editor of Maharashtra went extreme and said bjp will come third after sp and bsp after his so called extensive travelling In UP during election these are the ones who are not analysing situation and are now shocked to see outcome further salt to their wound was rubbed with appointment of yogi,2,0
645,I need gf,0,0
646,"Anna u has deceived whole India , I advice to u just shut up dalal ",2,0
650,No need to target you you are already finished you just fooled that kashiram now no more chance,1,0
652,I know hindi,0,0
654,Super,0,0
662,Nice voice,0,0
666,"I Collected All U Three Dude
I Didn't pointed You Only. ",1,0
669,"These congress goons have no more agenda, and will interfere in anything and everything, it's about time you stopped barking. ",2,0
670,"I love you brother for saying this on this platform. I completely agree with
your thoughts. ",0,0
672,Doubt RBI had any say at all in the decision of #DeMonetisation It was govt diktat!,2,0
674,She has money therefore she has  choices.,1,0
678,Noise noise noise,0,0
682,"Please give a spoiler talk on Dark Knight do you watch The Dark Knight and you
also like Heath Ledger as acting as Joker ",0,0
683,"I want you to know: this White House is fighting for you, says Trump ",0,0
684,the political parties give the only assurance to the people because we people are innocent but we are work honestly when we understand,1,0
685,WATCHING NEWS ON THIS ISSUES - INTOLERANCE IS CLEARLY VISIBLE.,1,0
687,"Police is their tool to silence us. Police is not for US, police is for them. I dont understand which is more dangerous, this man who is openly threatening or people who are writing sick comments on TOI page for this story. ",2,0
691,"Fake news, no data, fraud journalism ",2,0
698,"Yes we know but thats his language and everyone has right to talk in his language so as you,  why to aks others to talk in any language ",1,0
700,"It somehow seems strange how this quaint old man suddenly decides to speak only when there are elections around the corner, and that too only against Arvind Kejriwal. Why not the tremendous amount of good the AAP is doing among the really poor and voiceless Mr. Hazare? Or maybe you have not been told all that??? ",1,0
703,haha...incompetent MP couldn't even state his views without reading it from a papers probably written by somebody else for him,2,0
