,Sentence,Label,codemixed
57,Where is the proof suckers..stop creating a nuisance ...they would have been eaten by wolves or lions and u media puppets find evrythng as an opportunity to make money ..,2,1
58,I just love how two women shout over each other about another women.,0,0
59,"Prateek Nishant come on be logical and practical, I think you still believe modi's false statement, that baggers are using PoS machine, grow up bhakt ",2,1
60,"Blady pofk, brainless pig is more better then this fatty ",1,1
61,Haters gonna hate...@pseudo seculars....Pseudo seculars are  the most dangerous people now. Days...Indian Express is the most vulnerable to people's unity...It's the most pseudo secular news channel..,2,1
62,kohli...anushka kya deepika b lele..bas 350 k paar pahuncha de #indvspak,0,1
63,"ARUNDHUTI ROY  
ADDRESS. GOLI NO 2 , G B ROAD. OLD DELHI . ",0,1
64,"Arjun Reddy and Kabir Singh both are worst movies, nothing so realistic ok... ",0,1
65,"Hi anuj,
View on delta? 
Demonetisation over for the stock ? ",0,1
66,Screw both of them trollops,2,1
67,Americans stand by Israel!,0,0
68,"Why is this video not trending where as the video ""not a film review is"".
Thankgod someone spoke for the good in Kabir Singh. ",0,0
69,"Anuj my question for 3rd consecutive day,:( view on delta corp? 
All stocks have recovered but delta is yet to after demonetisation. ",0,0
70,Awesome explanation sir... Bigg fannn Ã°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂ,0,1
71,Please ignore bjp.,1,1
72,I appreciate your honesty and courage to speak truth,0,0
73,BJP running MCD for ten years. If people still vote for BJP that means they feel that nobody else can manage it better and the present state of Delhi is the max standard we can achieve.,0,0
74,"Disappointed Sonu ,don't think you understand religion ! Go live in the jungles ",2,0
75,Where will we ride like this in India in DONGRI...40 CC banao,1,1
76,"N now maneka gandhi on movies wow 
its like watching something in india nowadays is also a crime 
from further on movies will be on bdsm n femdom to respect women 
:p ",2,0
77,Indian Express who u r to decide this...this is not your work,1,1
78,"I'm also victim of false 498a case. Great job man. God bless you. You are my
hero. ",0,0
79,"Dont worry the day we will kill you , we will own it and put it on first screen of your porki news channel ... ",2,1
80,"AND REMOVES THE FAITH OF THE NAME  FRIENDSHIP 
SHAMEFULL ",0,1
81,"Well said Arnab, well sais Madhu Kishwar, well said Nupur!!! I guess it's time
we stop giving this ""fringe lunatic"" and fake liberal leftist this woman
called Arundhati Roy any media attention. Everything about her is so fake that
I feel that she does everything only for media attention. ",0,1
82,"Half of the movie is copied , even with dialogues from danzel washingtons
flight...... ",0,1
83,"Cow ban - no forced religiousness 
An old man beaten to deat on doubtful grounds by cow vigilants - no forced religiousness.
Day and might concerts with loud speakers : no forced religiousness. Use of loud speakers on navratre/ganesh chathurthi/holi/ jagran : no forced religiousness.
1 min azan : forced religiousness 
We muslims can give up cow meat for our hindu friends!! No big deal, but such horrendous statements by hindu celebrities are disgrace to secular status*** ",2,1
84,Go and protest at Delhi for ur formers..,1,1
85,"One of worst CM .... always sleeping.... when he opened his mouth only Dalit , Muslim wards came ... ch***ya ...no value Hindu people in Karnataka....he using low cast people as vote bank ....10 RSS & 5 BJP karykarta dead till now ... Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡
After Jammu, WB , Kerala.... Karnataka is the most affected jihadi activities ",2,1
86,"Haaaaaaaahaaaaaa. We already know Muslims are slaves, they cannot live their life with their choice, but still they are considereing their self patriotic vow I m happy, make their lives hell ",2,1
87,Love you sir i am from canada,0,0
88,"Film rating should be 7.4/10  
Now, coming to pros - 1) Shahid Kapoor's acting.  
2) Kabir Singh character personification.  
3) Songs  
Cons - 1) No need to say about scenes.  
2) Kiara's acting  
3) Alcoholic...  
Overall this was a nice movie and one of the best in 2019. ",0,1
89,Fake,0,0
90,"They never admit their crooked deeds.  & don't believe them, they are rogues. ",2,0
91,"I personally feel, Muslims should not live in density in any city or state in India. Wherever we are in masses, these things are taking place. As it becomes easy to hide for terrorists in those places. I may be wrong also. ",2,0
92,Pratik Bhai on Fire.. Ã°Å¸â€Â¥,0,1
93,What about Kerala Muslim league ?,1,1
94,Award giving committee also consist of JNU supporters only. They say you are named on award giving committee only if you are giving award to JNU only.,1,1
95,Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š seriously sir..u r genius..,0,1
96,Super hit movie Ã°Å¸ËœÅ Ã°Å¸ËœÅ ,0,1
97,Come on bajaj. There's a bike to launch. Cut the trash,1,0
98,Appointment of a director can be in board meeting but cannot be by board of directors as per companies act,0,0
99,Haha trying to legitimize their claim and show the world they are victims. Bloody fanatic media,2,0
100,Love it,0,0
101,Surgical strike on informal sector for paving a path to corporates under the shadow of JIONGOISMÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,1,0
102,"I'm sure u watched film companion review video Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š, she is dum ",0,1
103,"Indian men dont need to lure a girl, all they have to do is flash some moneeeeyyyyyy.lol ",1,1
104,I really appreciate your thoughts on feminists.,0,0
105,Yes they are great for anyone needing an affordable place to sleep.  Much better than sidewalk tent.    Pick up a 100 pop cans a day and you can afford.,0,0
106,"Ofc they should be seen as a lowlife. Cause inexperienced opinions won't help anyone. Anyways, your point would have been considered, for you are into IIT. BUT since you haven't seen the real ""IIT"" thing, your opinion is invalid. ",1,0
107,@MASK Talks thanks for suggestions,0,0
108,"What's it?  
Can you explain ? ",0,0
109,"I think every female has a right to choose the way she wants to lead her life and dear mrs shahid kapoor no mothers daughter is a puppy whether she is working or a homemaker
Imagine if ur gynaecologist at the time of ur delivery said that i cant leave my daughter and come for ur delivery as she is not a puppy then what! ",1,0
110,It is gr8 tactics of Anna Hazare to remain popular in Media....,2,1
111,Yes it is 98% verses 2%.....lolll,0,1
112,This is what u can do .....,1,1
113,"Photograph bruises and make a recording of video through camera on mobile
phone and show it to policemen. ",0,0
114,First rajdeep tried to defend her but he failed to do so.,0,1
115,radhe krishna right,0,1
116,Paid media trying to creat a rift in the AAP party but no logical citizen is buying it,1,0
117,any thing happens to indiots they start blaming Pak. why would they cross loc and mutilated? and if they did then how can indiots claim they did surgical strike? and returned safely?,2,0
118,"she also said ""TU thik to hai na"", i.e you are not gay right as you so openly
support LGBT people ",0,1
119,Nice Comedy Ã°Å¸â€˜Â,0,1
120,ALTHOUGH PRIVATE INSTITUTION/FOREIGN UNIVERSITY REACH OUT FOR IIT PHD FOR TEACHING. GOVERNMENT UNIVERSITY ABSTAIN FROM THIS & REMAIN HAPPY WITH THEIR SUBSTANDARD FACULTY. IT IS TRUE CENT PERCENT FOR ENGINEERING FACULTY AND HALF TRUE FOR SCIENCE.,1,0
121,uae ki first batting se ek indian player ki wc century miss ho jayegi :3 :3 #cwc15 #indvsuae,0,1
122,Lol fucked up fake news.. why ABP news so desperate for TRP..Showing some old video of some other country,2,1
123,Hie Sonia plz REC fut buy @MASK hold or sell,0,0
124,"Anna hazare failed in his drama on kejriwal case. Hazare aim is to remove congress from power and he joined with kejriwal. Kejri is clever and he overcome hazare and defeated bjp and opposing till now. Anna hazare wont speak if bjp involve in money scandal, communal violence, hate speeches etc etc. Anna hazare is a hypocritic poison human being. Hazare never thought kejri will come into politics. Hazare may won in defeating congress but lost on kejri matter. Great actor hazare ",2,1
125,"real picture of so called secular  india, muslims r not allowed to practice their religion,  jinnah was right about two nation theory ",2,0
126,Sham on you,2,1
127,What this broker talking about?,2,0
128,"We must expose the rapists and come to know their religion, caste, education, family values and level of barbarism!

BJP can't change degenerate nasal...once we come to know which segment produces these barbarians, we can monitor criminal activities better!

It might be that people are deliberately causing havoc in BJP ruled states for their delusional religion! ",2,0
129,"Why is it that most of the posts these days are asking students to chill out instead of working hard when they can.
Because you chose to pick up the answer of someone trying to dropout over 100 other answers who made it big from IITs.
Kind of shameful. ",1,0
130,"He is an RSS puppet, speak only When RSS says ",2,0
131,It is remake of South Indian Telugu movie Arjun reddy,0,1
132,I want top guys interest ppls call me 9502048332,0,1
133,Will maulana will give hindus to worship in his house.,2,1
134,Bang on!!!,0,1
135,"Another prejudiced idiot who is putting the cart before the horse. Interesting thing, they opined in such a fashion as if an expert in socio-psychology. AND it is Indian Express bring forward such idiots. ",2,0
136,Burnol sales on the rise owing to fiberals!,1,1
137,Congress is bankrupt....they need to identify and develop new and young leaders...,1,1
138,"Pee drinker talk when you sober, your soldiers apply holidays when war times comes. rapist nation ",2,0
139,Lol Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š Most of the IITians fly to USA? lol.,1,1
140,"Muslim in India deserves reservation.
It is their right.
They are attacked all over India because they arent in mainstream. ",1,0
141,Eagerly waiting for your opinion finally.. Ã°Å¸ËœÂ,0,1
142,Bro who hurt you?,0,0
143,They follow their prophet's footsteps. Do I need explain more?,1,0
144,Like Baahubali.,0,1
145,Keep away from that mad aunty.,0,0
146,"Real man is someone who has purpose in his life. Purpose makes our lives
meaningful. ",0,0
147,Plz review,0,0
148,"Every IT company has a client profile unique to itself. If Infy and TCS were treated as market leaders to even WIPRO then it was and is wrong. INFY and TCS need not and should not rally with WIPRO rally. Market reaction will be company specific in a matured market. There's no fooling thru market or cheer leaders,, ",1,0
149,They will come out with a bicycle and undertaker will be riding it!,1,0
150,@MASK Paul hii,0,1
151,BJP agent,1,0
152,This woman thinks spending an hour with one's own kid is a choice. She annoys me.,2,0
153,No claps. She should be given slaps.,0,0
154,"Do analysis of super30 .. education, corruption,money. ",0,1
155,it should be conceded that IITs are too much of an intellectual luxury .  They are expected to create more technocrats and scientist and Engineers.  I dare say more 80 % of the IITIANS are in non technical jobs.  Mostly in finance and banking and marketing.  The government should view that seriously.  Only the hardcore engineering aspirants must be given seats in IITS.  Successive RBI governors are IITIANS.,1,0
156,"Callum Talbot, you are entitled to your opinion. Blessed that you are with a brain that's empiter than an hermits address book. Any Indian who condemns terrorisim should first stop terrorisim in Kashmir. It's like pot calling the kettle black. Jeez! ",1,0
157,Where were u in the past when  current ruler were in opposition and worst language was used against.,0,0
158,I abandon to watch Bollywood movies since a year ago,0,0
159,"Demonitisation is like a medicine, it might taste sour to most of us but will show its effect slowly and steadily.... ",1,0
160,just wasting the hard earned money of public... highly criticise such kind of act! y the hell they r paid so much..,2,0
161,"New Uttar Pradesh Restaurant ( India ) 2017.....

100% Vegetarian.....

Menu -
Veg Beef (Buffalo) - Not Available
Veg Fish - Available
Veg Chicken - Available
Veg Mutton - Available
Veg Egg - Available
Veg Whiskey - Available
Veg Tobacco - Available

Free Home Delivery on 4G Mode

Cheers..... Enjoy...... ",1,1
162,Nice yr,0,1
163,#THANKY0UTAKER,1,1
164,Be cool randians mind it this z called real sirgcal strike lol. Even ur own media is accepting it.,2,1
165,So funny Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š great job,0,1
166,You r right meera that being whatever you want is your choice ...The same way many women feel that working at office and fulfilling their dreams makes them happy ...Not every one is happy being a home maker ...And not every one is happy being a working mother so it depends on circumstances and choices we want for better life,1,0
167,What is 377 I'm from pak idk plzz explain...,0,1
168,"it is nor char saal like your western sponsor, arundhati. it is paanch saal in
india. you are so drunk on your western compensation, you forget about indian
election time table. shame on you. ",0,1
169,Poor implementation.... Not gonna win the next election for sure,1,1
170,he said just because he wants attention of indians again no one listening his songs he wants to come back thats why he is targeting muslin religion ..he is above 45 year old did he first time listen prayer call... shame on you... and when this brutality end when muslim is allowed to eat beef in islam who they are to stop them... stop this forcefull acts ... just drink cows urine its your punishment from Allah....,2,1
171,"Rudra  
Calling her kutti is insult to bitches  
Arundhati is far wretched ",0,1
172,Okkk....just think logically...why does the creator god or bhagwan gav us tooth with both herbivores nd  carnivores........which i mean animals which eat only plants fruits etc hav unique teeth shape nd which is diff from carnivores but god gav us both ...front visible tooth are similar to carnivores and inside tooth are herbivores....,0,1
173,Those who lost credibility because of corruption now pointing fingers at Honest CM. First see at yourself what Congress have done in MCD along with BJP. Nobody knows are you there in MCD or not for 20 years? Never raise any issue for public cause. just hand in glove with bjp. Now there comes AAP so both bjp & cong want to show goodness & honesty.,1,0
174,Love u kkr missss u,0,1
175,I hate u Mumbai,2,1
176,At this moment might with anything but it can't be compares with anything substance. He is someone who is wining since 1998 here if we have ridiculous corrupted non-deserving as well as playing vote bank politics are there so considering these all we we should say one of the proved Leader became CM. Rather not getting it through family inheritance like both ##pappu akhilesh nd rahul.,1,0
177,National award on the way !,1,0
178,that uae mauka ad is hilarious xd #mauka #indvsuae #cwc15,0,1
179,Modi always talk like this.we should not take serious.,1,1
180,Mutko's exclusion from the election is due to a clampdown on government interference in football.,1,0
181,"Demonitisation brings a change to selected good candidate in coming Punjab, UP,Manipur,Goa election ",1,1
182,"Bhai tere naam was best film above kabir singh and arjun reddy. Because in the
end tere naam showed the consequences, what happened to radhe. Not like
these., Arjun Reddy and Kabir Singh os is temporary, but Radhe is permanent. Ã°Å¸â€Â¥ ",0,1
183,If Shanti Doots are abusing means he is right person LOL,0,1
184,"I can see that this is not the correct movie for you bhai Ã°Å¸ËœÂÃ°Å¸ËœÂ it's ok I can
understand your opinion but I feel in this movie that hero himself is villan
of himself because of his mistakes he suffered lost his job lost his Identity
and almost lost his love but later he realized what mistake he had done and
came for his love. I can understand the doubts you have for the character
please try to watch deleted scene for Kabir Singh in YouTube then you may
somewhat hate it little lessÃ°Å¸ËœÂÃ°Å¸ËœÂ ",0,1
185,I love you apu,0,1
186,AAP' should be too alert of such people as many more such people may come to harm AAP.,2,0
187,Anna is hard core RSS member,1,0
188,vj_ind: @MASK #myteammypride #indvsuae #indwins wohoooooo :ddd we ... - http://t.co/q4j3j20bon #indiadefends http://t.co/ddeakvibrh,0,1
189,You deserve 10 million subscribers. Ã°Å¸â€˜Â,0,1
190,i am not pessimist but even then it got 10 minutes late,1,0
191,I agree.,0,0
192,You are fail fail faaaaaaaaail,2,1
193,"He Can be made the CM. He's SO Cute and Cool :* :D :)

Anything is Better than Adityanath,so to say,yeah :D :) :/ ",1,0
194,These idiots are just playing with our sentiments AV has lost his ground and KV is now diverting this and making space AAP that's it . Its a bate for foolish people don't fall for it use your own mind . Kashmir is ours and will remain with us one pic or one video will not change any situation . We are getting ready to take Baluchistan our mind set is to take from PAK not giving anymore,2,0
195,"Oh, Anna Hazare, still alive? ",1,1
196,Yea I agree with u,0,1
197,Deposits of old notes in accounts of political parties exempt from income tax http://www.livemint.com/Politics/83hSnXRdZmz3K7RAfxPxVK/Deposits-of-old-notes-in-accounts-of-political-parties-exemp.html,1,1
198,Heh turkey is the 3rd class pathetic country i know.,1,1
199,Name mithun,0,1
200,Anna  ginn will comeout before every election against AAP. :),1,1
201,RIP,0,0
202,"jitne wrong kah rhe hn wo sare bi sexual hn.because its prove that all
homophofic are always homosexual ",0,1
203,Pakistan made mistake by giving access to Afghanis when Soviets were there...next time it wont happen,2,0
204,Hahaha send more jokesÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,0,1
205,We don't spend one hour and rush off from our puppies. :/ Tanvi Lolap,1,1
206,Jio = Failure !!,2,1
207,virat kohli leads india to victory against pakistan: http://t.co/yxhffctq2r #bleedblue #indvspak #cwc2015 # http://t.co/ha1ksy0nsn,0,1
208,"Great moovie .....i seen this in the evening show....great acting sahid and
kaira..... ",0,1
209,Great videoÃ°Å¸ËœËœÃ°Å¸ËœËœÃ°Å¸ËœËœ,0,1
210,Another rice bag convert,1,0
211,I strongly condemn killing of Indian soldiers.Humanity has died it is shameful act.,1,0
212,"Give the man credit for speaking his mind. Loudspeakers should be banned no matter the place. It's a nuisance and hurts old people, animals, children and all human beings. Religion and faith is personal & private and doesn't need loud advertisement ",1,0
213,I am Ã°Å¸â€™Â¯ agree with you BOLLYWOOD Is garbage piece of SHIT.,0,0
214,WAt a racist. No worries dude. Ppl like you will cease to exist naturally. Hahaha,2,1
215,Yrrrr Saurabh let the Sardesai speak. Don't disturb him ....,0,1
216,The industry has been penalised for something we have not done: Pawan Goenka,0,1
217,what a style sirji ;-) !!!! #indvsuae #cwc15 #wewontgiveitback http://t.co/jbageoj7vu,0,1
218,Huge rigging is planned by BJP,2,0
219,Yes and BCCI is playing with Indian sentiment in favour of extra money. It is true... BCCI only sees money and not cricket quality or love of the fans...,2,0
220,Lol modi is being vompared to pappu now ..didnt expect thatÃ°Å¸Ëœâ€š,2,1
221,The fact is Indian govt can print 300 crores per day if they print in all available printing presses...,1,0
222,"If everyone know this, then y Mr. Modi is not urging UN security to give Dawood's custody to India. Even he is not trying, I know this is difficult, but India can try. Ã°Å¸Â¤â€ ",0,1
223,hey guys he doing a really great job only thing is we thinking of present but not future.,1,0
224,Baahubali 2 reviews #####                india today     4/5                                  time's of India 4/5                                     Hindustan times 4/5                                                   but you    (indian express) -2/5                     you are not able to give good reviews  but  makes articles on baahubali 2 (indian epic)  .,0,1
225,"Who are these sus scofa supporting AR? We gather all these secularvengers, put
them on a plane piloted by Owaisi and send off towards The Indian Ocean. Guess
who would be the air Hostess?....Mamata Mufti , Kavita Khalid, Arundathi
Andrabi, Kannimozhi Khalifa. The toilets cleaning contract must be awarded to
Kamal Nath, Ashok Gul Ghelot, Rahul Rashid, Kamal Hassan. Happy landing. ",0,1
226,Ã°Å¸ÂÂ SuPerBÃ¢ÂÂ¤Ã¢Å“Å’,1,1
227,"Disappointed with Sambit for letting Khera speak non sense, he should be exposing openly. Y BJP is defendant against this corrupt parties ",2,1
228,Made in russia just painted in india Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,1,1
229,"@MASK Gupta ya they are smarter may be that's why they become lesbians  
lolÃ°Å¸Â¤Â£Ã°Å¸Ëœâ€š ",0,1
230,"[15:25](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=15m25s) I can't stop
laughing Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£ Ã°Å¸Â¤Â£ ",0,1
231,@MASK Thakur Thank you,0,1
232,True Ã°Å¸â€˜ÂÃ°Å¸â€˜Â that's why i only watch hollywood movie.. Atleast its sensible,0,0
233,"Marks philosophy has new significance ??
RUBBISH.
34 Countries tried for nearly 70 years and proved to be stupid.
Now 29 Countries got freed from Communism.
Only 5 Countries are remaining.
In India West Bengal after 34 year Communist rule proved to be a failure. ",1,0
234,She is the cocaine girl. What is wrong in that ?,1,0
235,The best way to counter the BJP's anti beef army is to flood their computer with beef recipe.,2,0
236,Kejriwal is only hope in politics.annahara baseless,2,1
237,This man taught me how to be realistic ..,0,0
238,"Just listen guys if our Government have accepted the LGBT community why don't
we??? I m A Straight I Still support
[#377Act](http://www.youtube.com/results?search_query=%23377Act)...  
Jese jiski soch...  
Be Real Human beings...dont discriminate Them  
When God Accepted Them They Dont Need Your Acception...Ã°Å¸Â¤Ëœ ",0,1
239,"What are you doing in USA?Come back to the motherland and enjoy Modiji's
golden rule. ",0,0
240,Day 12 of JNU Hunger-strike: Salute these heroes of young India who are fighting unfazed for justice. #StandWithJNU pic.twitter.com/nzJMLBsItj,0,1
241,I am really dumbfounded at the bias of this political commentary that seeks to hijack the credit from a splendid performance of one party to be placed it with a mediocre one.,2,0
242,mouka mouka to see @MASK 2morow again #indvsuae,0,1
243,Trumph is right we indians tv channels shows how indian has been killed in US but if an army javan dies we never get to see,0,1
244,for the first time in two years of government he is speaking sense,1,0
245,Hello how r u,0,0
246,David Clark just check the U.S. almanac and you will see where the U.S. has no official language or religion. Don't be stupid to argue if you don't know the truth.,2,0
247,Yes bo,0,0
248,"HDFC is a worst bank to bank with. Be it credit card/Loan/Accounts- they are just horrendous and big bunch of fake commitments and false people. All the employees are just bloody mo*****, Sorry being judgmental, but have dealt with nearly a thousands of them and all are the same. JUST A BUNCH OF A******S ",2,1
249,"Dat cunning woman Arundhati need a doctor she is sick I feel sorry for her n
over her situation lost cognitive sense ",0,1
250,"how many times did you have to practise to pronounce the words 'misogynistic'
and 'toxic masculinity'?? ",0,1
251,Your videos are blessings :),0,0
252,Isnt it's her choice to work or not? She and only should decide what best for her not others,1,0
253,Its not petrol... Its crime patrol...,0,1
254,Brain Washed Hindu. BJP vote bank,1,0
255,"I do not understand what you mean by India doesn't have Sharia Law. There can't be any restrictions on Appeal or advise. The leaflet does not name Nahid or any person it just says music is prohibited in Islam which is true
We are democratic country and follow democratic laws.
Every single time the paid and corrupt Indian Media blames Islam all narrow minded people take up arms and brand Islam as Evil.
Please watch Ndtv Prime time by Mr. Ravish Kumar who is the most decent person in Indian Media ",2,0
256,"kohli to afridi ""beta tumse nah ho paayega"" #indvspak #indiavspakistan ",0,1
257,Puppet channel,2,0
258,Modi ji could u plz get tax from business men s pockets like v service people... then i vl b with u,1,1
259,"Now this idiot realises truth after being slave of a Single family rule , who destroyed our nation all these years !!!!!!!!!!!!!!!!! ",2,1
260,Great bro..,0,1
261,She must be sent to jail for anti national activities under NSA and PSA,0,0
262,"Nusrat Nazir Saudi Arabia is well documented for systematic discrimination against the expatriate laborers not just from India but also from other countries like Indonesia, Philippines, Pakistan, Bangladesh and so on. In fact, some nations had to put stop to labor immigration because of the horrible treatment their citizens received under Saudi system. ",2,0
263,I hate both loud speakers whether played by Hindu or MuslimÃ°Å¸ËœÂ£.,2,0
264,Army is not raping u fool.u r brain washed..army is there to maintain peace..i have realised thay kashmiris are the most duffer people on earth..shame on u..,2,0
265,"If you still think Cho was speaking as a sycophant of Modi even after his demonetisation move, you must be extremely anti-Modi. ",1,0
266,Wrong choice for Bheem,2,1
267,"Respected Person, pl all areas Handover to India Army and order to shootout every naksaliyon ",1,1
268,I love you,0,0
269,Next role of preeti Is for pratik..,0,1
270,yeyyyyyyyyyyyy #indvspak sir jadeja is trending Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,0,1
271,"Mohammad Usman. Get out from my country. 
Partition was based on two nations theory. So ALL MUSLIMS SHOULD HAVE GONE TO PAKISTAN. ",2,0
272,"What he said and what are you quoting?

Wish you looked at the video in an unbiased manner.... ",1,1
273,"Belive me nothing wrong will be proved  , useless media  useless  sebi  useless  govt ",2,1
274,Na kashmir rahega na pakistan rahega ishfaq bhosdiwaale sabr ka intehaan le raha hai tera katwa pakistan,1,1
275,Samsung Mobile has made some big changes in the Galaxy S8,0,0
276,Brother you talk to you right,0,0
277,ANDH BHAKT SPOTTED,1,1
278,Sorry Bad message(Gay people Nice ),0,0
279,team india o'rconfident naa hoiyo! #indvsuae,0,1
280,Very nice video sir ..... Best one og yours.... Best reply to feministsÃ°Å¸ËœÅ½,0,1
