,Unnamed: 0,id,tweet,offense,codemixed
4558,4558,1.5858862964293711e+18,"@MASK @MASK @MASK @MASK Can u plz show those INVISIBLE evidences in that paper of aggreement ?  History is same for me or for u,but if you will claim WHATSAPP FORWARDS are credible history,then you are a joker like modi and his team,so keep cracking jokes while your leader praises NEHRU everywhere.",1,0
2640,2640,1.583734662173639e+18,@MASK @MASK You know that Sunak isn’t Muslim. We all know he’s Hindu. Yet you openly tweet such vile bigotry.,0,0
4295,4295,1.5859139502477148e+18,@MASK have 2 tickets for glasgow show 24 january would make a great Christmas present for someone willing to sell on the cheap as have family emergency so now can’t go looking for 420 per ticket please message if interested,0,0
1805,1805,1.5724837081748685e+18,@MASK @MASK Huge applause 👏👏👏. By allotting house you guys prevented open defecation practices too👏,0,0
4259,4259,1.134133797509894e+18,If you can get the votes you are above law. Such is the democracy of India where terrorism undertrials are MPs and ex army guys declared foreigners.,0,0
2861,2861,1.5399731629975142e+18,@MASK Marrying more than a one girl aint bad but halala and triple talaq is.,1,0
294,294,1.5820194336853893e+18,Biden eating a $10 ice cream and saying there is no inflation...lmfao.  I have NEVER in my entire life seen a single serve $10 ice cream.  Keep licking/kicking you silly mule.,1,0
1197,1197,1.546864412136456e+18,@MASK Are u Comparing Karachi with Swabi and Urban flooding with flash floods? What are u trying to prove? That PPP is not responsible for the destruction of PPP? Then who is? Neutrals? Bcz there has to be someone who should accept responsibility.,0,0
1474,1474,1.5986600139372913e+18,No better example of Targeted Marketing than sudden surge of positive paid reviews of t@n@av by RW handles  Apparently if you don't watch it means that you don't love indian army,1,0
3717,3717,1.5858512648770724e+18,@MASK @MASK “ I want to play IPL. Screw the PCB” 😂😂,0,0
1205,1205,1.5468164138300416e+18,"@MASK Being an Engineer I should tell you the following!! 1. Swabi is where I was born, its not a metropolitan city 2. Its not a planned city 3. Its not urban rather its agricultural 4. So flood water can stay  Karachi is the opposite  You are comparing 🍎's to 🍊's!! ",0,0
2833,2833,1.5831837874620375e+18,"My whole life my dad didn't say what would Allah think, he said what would the people think? And so I grew up with so much shame and lack of love for spiritual acts like hijab which I wanted to do purely out of love for Allah but was taught my whole life I should do for people. ",1,0
17,17,1.5819137844486103e+18,"@MASK @MASK @MASK After the demonetisation of the BJP, the big five star offices became big, where did that money come from? ",0,0
3918,3918,1.5856744809150382e+18,@MASK Pakistan does not want to trade with India so why does it want Pakistani players to play in the Indian IPL ?  Pakistan withdraws their teams from participating in India so why do they want to play the IPL?,0,0
481,481,1.581999123620049e+18,"@MASK @MASK Actually the outlook for inflation is a positive: ALL components of inflation such as commodity prices, labor disruptions, shipping cost etc have greatly improved, it’s just taking time to impact consumer prices. ",0,0
4183,4183,1.1714383262319084e+18,@MASK Do you feel for so many innocent undertrials who suffer just due to the adharmic state of affairs such as 2 days/week going wasted in strikes?,0,0
845,845,1.5754533167581102e+18,@MASK @MASK @MASK @MASK No one wants the sex all the time and not anyone can do that but point is that if one do sex for even one time after marriage then it can also be termed as Marital rape,0,0
4529,4529,1.585011330947641e+18,"@MASK @MASK Godse was an assassin. Not a terrorist. You are very well aware of the differences, so why pretend for some likes on Twitter?",1,0
2842,2842,1.540506303063216e+18,@MASK @MASK @MASK And whose masters are still supporting the inhuman practice of Triple Talaq just to please the vote banks.,1,0
4104,4104,1.547559805715628e+18,@MASK Lucky and privileged character.  He has instant access to all levels of the judiciary including the highest courts in the land and even the German external affairs ministry is lobbying for him. While millions of undertrials languish in jail. Where does he get so much clout from?,0,0
1312,1312,1.5442619029179471e+18,"Moonson is devastating Balochistan, this was what I predicted few weeks ago, Urban Flooding through out Pakistan is another reality. Pakistan and its Urban and Flood planners never learned from their History... #Moonson ",0,0
2821,2821,1.5831904285513728e+18,"1. Mahsa Amini was arrested by a police force that specifically polices the wearing of the hijab, however it is unsure if she died due to the police beating her. Western media says she died from being beaten, while Iranian state media says she died from an underlying condition. ",1,0
3121,3121,1.5835898909311672e+18,@MASK JR being shot.,0,0
4394,4394,1.5859087981406495e+18,@MASK @MASK I do random 'emergency' bakes sometimes just because I want cake. Usually around 9pm at night.,0,0
315,315,1.5820003617782047e+18,"@MASK Inflation through the roof, families relying on food banks, farmers being ripped off by the supermarkets and struggling. All in the UK right now.  Pouring away food and drink will inflate prices, push more people into poverty and destroy agriculture. This is not a solution ",0,0
2610,2610,1.5837355633118003e+18,"@MASK @MASK Sorry, do not bring Islam into it as he was anti-Islam & he killed thousands of Muslim people.   He even stated he will denounce his atheist beliefs to become Christian in order to receive weapons to kill Muslim people. ",0,0
1466,1466,1.5986651022275625e+18,@MASK @MASK Indian army and Indian cricket both look strong on paper. They are lions for a domestic audience. When they face someone Internationally then the lion turns into a cat. Example: Tea is fantastic 😹.,1,0
2950,2950,1.5770982180971233e+18,@MASK Effect of love jihad,1,0
651,651,1.5820015195780833e+18,@MASK Says a woman who went like dont talk about this rape victim (nikita tomar) because she is from majority community .,0,0
5054,5054,1.5800895664801997e+18,"SC: So if the percentage was 46% and not 86% would you make the same arguments?   Chidambaram: I concede, my argument would have been weaker.   SC: The proportionality argument has to be seen in light of the objectives.   #demonetisation ",0,0
3873,3873,1.5856848887279206e+18,"@MASK It's a government job kind of at the end of the day, lazy babus are paid the same as those on frontline duty in Siachen (minor difference) or thar. Anyway majority of the cricketer's income comes from advertising and ipl where it is as free market as it gets.",0,0
2576,2576,1.5820036160674363e+18,@MASK @MASK We have problem with your proposition. Take your share without touching ours! We will support!,0,0
515,515,1.582005930505687e+18,"@MASK @MASK Need to focus on people about to get away with worse things in real life like murder and rape, not just a simple tweet ",0,0
4945,4945,1.580219343534981e+18,"@MASK @MASK Is the judiciary in India independent? If so, hope #Demonetisation matter would be dealt with accordingly? ",0,0
6,6,1.582013495847301e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK This is how the money made after demonetisation, pm care funds & undisclosed donations used to win elections or the candidates. ",0,0
4410,4410,1.5859073696614154e+18,@MASK @MASK There is no climate change emergency,0,0
348,348,1.5820000968575547e+18,"Digging deeper into the crosstabs (and once again props to the NYT team for how they present them), this poll sucks for the Democrats. Joe Biden's job approval is 39-58, and the top issues are the economy at 26 percent, inflation at 18 percent, and nothing else above 5 percent. ",0,0
3950,3950,1.558284348587053e+18,"If the government had any regard for the country celebrating 75 years of independence, it should have announced amnesty for political undertrials who have been in jail without conviction for long years.",0,0
3999,3999,1.5535955282013755e+18,@MASK Sir thnx for imitating release of undertrials. Prisoners for petty and non criminal charges may be released. There is need to improve Jails like US for safety of prisoners. Jai Hind. Regards and Good Wishes.,0,0
3720,3720,1.5858489009170227e+18,@MASK talented young guy. hope u will play in IPL soon,0,0
2051,2051,1.5834216468196923e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK Until it comes to reality, and the inequality is at the door. See 'migrants welcome here' signs, and then tell me how many got there. Tell me about green energy, but no windmills, switch houses or cable systems near me. Theory and practice, rarely the same ",0,0
4704,4704,1.5630353009719583e+18,"@MASK @MASK MS Golwalkar, chief of the RSS, in his book Bunch of Thoughts had criticised the decision to adopt the Tricolour as the national flag.",0,0
3986,3986,1.554058367672279e+18,"Only a small % of the population can afford + approach the courts for justice, majority suffer in silence. #Technology a great enabler 2 enhance pace of justice delivery (5 crore pending cases)Free  Legal service for undertrials & to poor. Justice delayed is justice denied",0,0
2047,2047,1.5834221493431255e+18,"@MASK @MASK Isn't a lot of otherwise arable land currently fallow, too? ",0,0
2568,2568,1.5820207791887114e+18,"When I first read about how imposter syndrome is common in women, it was an aha moment. Add being a dalit from a small town to this equation. I wish I had know these are the common issues we struggle with so I could have put more concentrated efforts early on in my career. ",0,0
4462,4462,1.585860542295855e+18,"@MASK Nehru was a self serving, British loving, bowing and a selected PM who became PM because of Gandhi. No patriotic would let a Union Jack Flag furl during India's Independence day so as to not offend British sentiments. Learn the true history of your land first and then tweet.",0,0
2949,2949,1.57710004688495e+18,@MASK @MASK Means love jihad is good or bad?,1,0
5147,5147,1.5798365290272197e+18,@MASK @MASK IMO Demonetisation might be the largest scam in history of any country to be implemented by its own government,1,0
4657,4657,1.575153367097041e+18,"Without dynamic conquering spirit, even devotion to a divine cause will be of little avail In this hard world which is an arena for trial of strength with brute forces, mere goodness or noble virtues will not hold the field for a single moment.     -M.S.Golwalkar",0,0
4571,4571,1.58588131878033e+18,"@MASK I am attached to no party. I am neutral completely on this. What Rijju said is correct. Nehru Ji messed this up completely. Congress needs to come to terms with these facts put out by the Hon Minister. Next step will be to strip Nehru ji of BR, but that is next step only.",0,0
172,172,1.5820200722555494e+18,So Brits still have way too much free time. What Russia-Ukrainian war? What energy crisis or inflation?,0,0
977,977,1.56896846824201e+18,@MASK raped in a live in relation to just move out & break up and forget about the rape?  Rape is a criminal act which needs punishment. Do you understand that?  India is bound to enact marital rape laws as per international laws like ICCPR and ICSCER signed and ratified by India. 2/2,0,0
777,777,1.5813191492044268e+18,@MASK Same was the case with the right after the marital rape judgment.,0,0
963,963,1.568994145007534e+18,"@MASK @MASK Yes, I quite agreed saying NO to Marital rape but why the hell 🤔 married someone who isn't sex freak on seeing u? Like I get 🤫 on seeing 👀 h ",1,0
4766,4766,1.5808160798947533e+18,@MASK @MASK @MASK A little knowledge is dangerous thing. Go and first do some research on demonetisation. BJP is so embarrassed of demonetisation that even they don’t talk about it now a days. None of the benefits which they claimed for demonetisation could be fulfilled.,0,0
5141,5141,1.5798941029040947e+18,The roots of every problem India today is facing is bcs of total mismanagement of economy this started in 2008 still continuing things become more difficult since 2016 after that illadvised decision of demonetisation & complicated GST.,0,0
1468,1468,1.5986643646217175e+18,"@MASK @MASK Please Mama don't talk like this, you are making fun of your sister. ",0,0
748,748,1.5815665302521774e+18,@MASK & they talk about marital rape!!!!,0,0
2,2,1.582019356489175e+18,Why I put @MASK as the top performer bcos: 1. Managing pandemic economy. 2. Ukraine linked Fuel crisis 3. Poor GDP & industrial output. 4. After effects of #demonetisation.  5. GST implementation & stabilisation.  6. Failing world economy @MASK,0,0
2553,2553,1.5820376021817098e+18,"@MASK @MASK @MASK These are only a few instances. Even during UPA INC refused to take any action on Sachar committee report, and didn't include Dalit Muslimd and Xians in SC category ",0,0
756,756,1.5815014544218767e+18,@MASK 100%. men have always felt entitled to sex. marital rape wasn’t a crime in many states until the 2000s,0,0
588,588,1.5820035529599263e+18,"@MASK @MASK @MASK Many states don’t have contingency protecting rape victims. Women in abusive relationships that don’t feel safe having a baby. No birth control is 100% effective. Again, I hope the women you love never find themselves in need of an abortion and unable to get one bc of ignorance ",0,0
2219,2219,1.583573903078994e+18,"@MASK @MASK @MASK @MASK @MASK Can you explain why, when discussing partygate, and allowing him to staunchly defend Johnson, you didn’t mention his involvement?  He was in the downing st flat during lockdown and under investigation ",0,0
161,161,1.5820201609903268e+18,@MASK @MASK @MASK @MASK I sure hope you're wrong. I live in Georgia so it's important to me nit to have a big spender in office. Inflation is killing us.,0,0
3298,3298,1.3667231411588874e+18,@MASK This is not in support of farmer’s bill but to call farmer’s terrorists. Don’t try to misguide people by claiming to be a messiah of our country.,1,0
1178,1178,1.5472184962070692e+18,@MASK @MASK Illegal construction on sewerage lines and rain drains are the major cause of urban floods in Karachi. Sindh government has to seriously think about the revamp of infrastructure.,0,0
4859,4859,1.580440247275782e+18,Biggest scam in history that is demonetisation,0,0
3417,3417,1.5809809560430428e+18,@MASK @MASK Then why mob if chanting jai shri ram is given police protection and mob Chanting anything else will have houses demolished and uapa charges applied,1,0
537,537,1.582005254253445e+18,@MASK @MASK They are still exactly the same. Until Islam comes knocking on their doors rape their women and murder their men. Facts.,1,0
4110,4110,1.547257739583185e+18,"@MASK @MASK @MASK @MASK @MASK 85% of the prisoners in India are undertrials as per NCRB database. There's a massive lag in cases and many people (who may be innocent) awaiting trial. Judges conveniently take vacations, hear cases they wish to, and comment on moustaches.",1,0
4550,4550,1.5858907974673736e+18,@MASK @MASK Important question is Why Nehru didn't ensured that all Muslims leave India during partition? Country was divided based on religion. All this H/M problem should have been solved in 1947.,1,0
2555,2555,1.5820338347400645e+18,"@MASK There is no data he has. I mentioned earlier most of these groups any fight between two for a train seat if one is a dalit the fight registers as a Hindu vs Dalit! If Brahmins start documenting the hate crimes, assaults on them they would be most persecuted! ",0,0
592,592,1.582003527219835e+18,"@MASK @MASK @MASK @MASK door-stopped Fr Reynolds after 1st Communion service. He offered to take DNA test to disprove claim he fathered child by rape. ""Normal"" fraudster motivated by money or fame wld have stopped then but @MASK ppl are anti-clerical haters no different from anti-Semites! ",1,0
1820,1820,1.571854151885144e+18,"@MASK If your ""back to normal"" includes open defecation, risky sexual behavior, burning garbage and zero personal hygiene then you are in California and still have a mask on. ",0,0
236,236,1.5820197274209034e+18,The media  is giving credibility and legitimacy  to election deniers by interviewing them  . @MASK  interviewing @MASK focused on  fuckin inflation instead of securing our way of life our democracy . @MASK @MASK  @MASK @MASK are complicit in the #Jan6 attack.,0,0
2941,2941,1.577130636942246e+18,@MASK Why would you ever do that? Earlier i used to give him benefit of doubt. But his involvement in the love jihad case of Akhila aka Hadiya was more than enough proof that he is a mole among Hindus.,1,0
2898,2898,1.577226749644968e+18,@MASK Why don’t you join #ISIS if you wanna support your abdul brothers whose  intentions are love jihad only.,1,0
5434,5434,1.5835740345112983e+18,"@MASK i know how to bet bro, i know how it works, 😂 but 3 overs on the same team is hard to get ",0,0
1234,1234,1.546435335810388e+18,"More then half of Karachi, including all defence phases and coastal areas are under Cantonment boards where urban flood situation is worst. What station commanders and chief executive of CBs did so far to control the situation? Who will respond? ",0,0
2717,2717,1.5832390379552113e+18,"@MASK @MASK Is this a joke? This is such a shame for Boston and the US! Women get MURDERED in Iran when they wear their hijab LOOSELY, which they never had the right to choose!And instead of being their voice, you've come up with such BS?!!! SHAME ON YOU! ",0,0
4573,4573,1.5858796976441016e+18,@MASK @MASK @MASK I don't think nehru stood for every Indian though. He made many bad choices. But is he patriotic or not is very subjective. You can  blame or glorify anyone.,0,0
